event_id,timestamp_utc,host,user,process_name,event_type,ioc_type,ioc_value,source_ip
evt-registry_keys-000136,2026-06-05T07:10:24+00:00,ENG-LAB-037,user011,outlook.exe,registry_write,Registry Key,HKLM\Software\Policies\Microsoft\Windows\System\SampleService,10.2.36.156
evt-registry_keys-000137,2026-06-05T07:24:23+00:00,ENG-LAB-025,user012,outlook.exe,registry_write,Registry Key,HKCU\Software\Microsoft\Windows\CurrentVersion\Run\DemoValue,10.1.32.87
evt-registry_keys-000138,2026-06-05T07:24:44+00:00,ENG-LAB-008,user090,msedge.exe,registry_write,Registry Key,HKCU\Software\Classes\ms-settings\Shell\Open\command\LabUpdater,10.3.246.55
evt-registry_keys-000139,2026-06-05T08:11:27+00:00,ENG-LAB-048,user048,msedge.exe,registry_write,Registry Key,HKCU\Software\Microsoft\Windows\CurrentVersion\Run\TestPersistence,10.1.75.168
evt-registry_keys-000140,2026-06-05T08:18:01+00:00,ENG-LAB-002,user004,outlook.exe,registry_write,Registry Key,HKLM\Software\Microsoft\Windows\CurrentVersion\Explorer\StartupApproved\Run\DemoValue,10.1.78.96
evt-registry_keys-000141,2026-06-05T09:11:42+00:00,ENG-LAB-047,user048,reg.exe,registry_write,Registry Key,HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\StartupApproved\Run\DemoValue,10.1.159.103
evt-registry_keys-000142,2026-06-05T09:59:21+00:00,ENG-LAB-020,user031,rundll32.exe,registry_write,Registry Key,HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\StartupApproved\Run\TestPersistence,10.2.142.222
evt-registry_keys-000143,2026-06-05T10:15:34+00:00,ENG-LAB-058,user074,msedge.exe,registry_write,Registry Key,HKLM\Software\Microsoft\Windows\CurrentVersion\Explorer\StartupApproved\Run\SampleService,10.2.174.29
evt-registry_keys-000144,2026-06-05T10:16:55+00:00,ENG-LAB-047,user085,teams.exe,registry_write,Registry Key,HKCU\Software\Microsoft\Windows\CurrentVersion\RunOnce\LabUpdater,10.2.19.28
evt-registry_keys-000145,2026-06-05T10:27:33+00:00,ENG-LAB-052,user065,outlook.exe,registry_write,Registry Key,HKCU\Software\Classes\ms-settings\Shell\Open\command\LabUpdater,10.2.133.53
evt-registry_keys-000146,2026-06-05T10:45:32+00:00,ENG-LAB-003,user053,rundll32.exe,registry_write,Registry Key,HKCU\Software\Classes\ms-settings\Shell\Open\command,10.2.135.207
evt-registry_keys-000147,2026-06-05T10:58:55+00:00,ENG-LAB-006,user023,teams.exe,registry_write,Registry Key,HKLM\Software\Policies\Microsoft\Windows\System\DemoValue,10.0.47.163
evt-registry_keys-000148,2026-06-05T11:02:34+00:00,ENG-LAB-050,user085,powershell.exe,registry_write,Registry Key,HKCU\System\CurrentControlSet\Services\LabUpdater,10.0.170.198
evt-registry_keys-000149,2026-06-05T12:09:18+00:00,ENG-LAB-041,user055,reg.exe,registry_write,Registry Key,HKCU\Software\Classes\ms-settings\Shell\Open\command\TestPersistence,10.3.186.42
evt-registry_keys-000150,2026-06-05T13:33:14+00:00,ENG-LAB-023,user083,msedge.exe,registry_write,Registry Key,HKLM\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\DemoValue,10.0.199.87
evt-registry_keys-000151,2026-06-05T13:43:44+00:00,ENG-LAB-056,user036,rundll32.exe,registry_write,Registry Key,HKLM\Software\Classes\ms-settings\Shell\Open\command,10.0.58.175
evt-registry_keys-000152,2026-06-05T15:46:07+00:00,ENG-LAB-059,user082,chrome.exe,registry_write,Registry Key,HKCU\Software\Microsoft\Windows\CurrentVersion\Run\SampleService,10.0.216.9
evt-registry_keys-000153,2026-06-05T16:16:12+00:00,ENG-LAB-049,user073,outlook.exe,registry_write,Registry Key,HKLM\Software\Microsoft\Windows\CurrentVersion\Explorer\StartupApproved\Run,10.3.127.224
evt-registry_keys-000154,2026-06-05T18:49:52+00:00,ENG-LAB-035,user047,msedge.exe,registry_write,Registry Key,HKLM\Software\Classes\ms-settings\Shell\Open\command\SampleService,10.3.86.169
evt-registry_keys-000155,2026-06-05T19:16:09+00:00,ENG-LAB-022,user088,python.exe,registry_write,Registry Key,HKLM\Software\Microsoft\Windows\CurrentVersion\Explorer\StartupApproved\Run,10.0.4.118
evt-registry_keys-000156,2026-06-05T21:43:27+00:00,ENG-LAB-050,user082,powershell.exe,registry_write,Registry Key,HKCU\Software\Classes\ms-settings\Shell\Open\command\SampleService,10.2.65.50
evt-registry_keys-000157,2026-06-06T01:00:45+00:00,ENG-LAB-021,user010,winword.exe,registry_write,Registry Key,HKCU\Software\Microsoft\Windows\CurrentVersion\RunOnce\SampleService,10.1.186.111
evt-registry_keys-000158,2026-06-06T01:07:43+00:00,ENG-LAB-012,user009,rundll32.exe,registry_write,Registry Key,HKLM\Software\Microsoft\Windows\CurrentVersion\Explorer\StartupApproved\Run\LabUpdater,10.1.215.100
evt-registry_keys-000159,2026-06-06T02:01:21+00:00,ENG-LAB-056,user088,teams.exe,registry_write,Registry Key,HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\StartupApproved\Run\DemoValue,10.1.196.178
evt-registry_keys-000160,2026-06-06T02:11:00+00:00,ENG-LAB-001,user086,python.exe,registry_write,Registry Key,HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\StartupApproved\Run,10.0.4.118
evt-registry_keys-000161,2026-06-06T02:35:53+00:00,ENG-LAB-045,user029,winword.exe,registry_write,Registry Key,HKCU\Software\Policies\Microsoft\Windows\System\TestPersistence,10.3.99.184
evt-registry_keys-000162,2026-06-06T03:00:11+00:00,ENG-LAB-041,user025,svchost.exe,registry_write,Registry Key,HKLM\Software\Microsoft\Windows\CurrentVersion\RunOnce\DemoValue,10.2.250.65
evt-registry_keys-000163,2026-06-06T04:00:57+00:00,ENG-LAB-029,user033,rundll32.exe,registry_write,Registry Key,HKLM\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\LabUpdater,10.1.196.178
evt-registry_keys-000164,2026-06-06T04:37:08+00:00,ENG-LAB-009,user037,python.exe,registry_write,Registry Key,HKLM\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options,10.1.85.105
evt-registry_keys-000165,2026-06-06T06:04:15+00:00,ENG-LAB-048,user006,msedge.exe,registry_write,Registry Key,HKCU\Software\Policies\Microsoft\Windows\System\TestPersistence,10.3.84.68
evt-registry_keys-000166,2026-06-06T07:29:58+00:00,ENG-LAB-056,user041,rundll32.exe,registry_write,Registry Key,HKLM\Software\Microsoft\Windows\CurrentVersion\RunOnce\SampleService,10.3.79.49
evt-registry_keys-000167,2026-06-06T09:47:31+00:00,ENG-LAB-060,user051,reg.exe,registry_write,Registry Key,HKLM\Software\Policies\Microsoft\Windows\System,10.1.249.57
evt-registry_keys-000168,2026-06-06T10:07:36+00:00,ENG-LAB-051,user014,powershell.exe,registry_write,Registry Key,HKCU\System\CurrentControlSet\Services\LabUpdater,10.0.54.200
evt-registry_keys-000169,2026-06-06T10:25:44+00:00,ENG-LAB-020,user034,rundll32.exe,registry_write,Registry Key,HKLM\Software\Classes\ms-settings\Shell\Open\command,10.1.110.246
evt-registry_keys-000170,2026-06-06T10:30:25+00:00,ENG-LAB-001,user056,chrome.exe,registry_write,Registry Key,HKCU\Software\Microsoft\Windows\CurrentVersion\Run\TestPersistence,10.3.181.109
evt-registry_keys-000171,2026-06-06T11:16:05+00:00,ENG-LAB-009,user054,msedge.exe,registry_write,Registry Key,HKCU\Software\Microsoft\Windows\CurrentVersion\RunOnce\TestPersistence,10.3.69.222
evt-registry_keys-000172,2026-06-06T11:24:37+00:00,ENG-LAB-051,user099,outlook.exe,registry_write,Registry Key,HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\StartupApproved\Run\SampleService,10.2.47.210
evt-registry_keys-000173,2026-06-06T12:41:04+00:00,ENG-LAB-012,user048,msedge.exe,registry_write,Registry Key,HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\StartupApproved\Run,10.1.32.87
evt-registry_keys-000174,2026-06-06T13:04:55+00:00,ENG-LAB-031,user028,winword.exe,registry_write,Registry Key,HKCU\Software\Classes\ms-settings\Shell\Open\command\TestPersistence,10.2.20.231
evt-registry_keys-000175,2026-06-06T13:44:20+00:00,ENG-LAB-003,user044,svchost.exe,registry_write,Registry Key,HKLM\Software\Microsoft\Windows\CurrentVersion\Run\TestPersistence,10.0.117.151
evt-registry_keys-000176,2026-06-06T14:00:09+00:00,ENG-LAB-058,user082,msedge.exe,registry_write,Registry Key,HKCU\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\SampleService,10.2.135.207
evt-registry_keys-000177,2026-06-06T15:12:05+00:00,ENG-LAB-022,user022,powershell.exe,registry_write,Registry Key,HKCU\Software\Classes\ms-settings\Shell\Open\command\TestPersistence,10.1.166.216
evt-registry_keys-000178,2026-06-06T15:50:29+00:00,ENG-LAB-058,user020,msedge.exe,registry_write,Registry Key,HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\StartupApproved\Run\LabUpdater,10.0.95.18
evt-registry_keys-000179,2026-06-06T16:12:07+00:00,ENG-LAB-043,user019,rundll32.exe,registry_write,Registry Key,HKLM\Software\Policies\Microsoft\Windows\System\TestPersistence,10.1.110.246
evt-registry_keys-000180,2026-06-06T16:41:46+00:00,ENG-LAB-002,user080,msedge.exe,registry_write,Registry Key,HKLM\Software\Microsoft\Windows\CurrentVersion\RunOnce,10.0.56.40
evt-registry_keys-000181,2026-06-06T17:08:29+00:00,ENG-LAB-028,user001,msedge.exe,registry_write,Registry Key,HKCU\Software\Classes\ms-settings\Shell\Open\command\LabUpdater,10.0.193.21
evt-registry_keys-000182,2026-06-06T17:10:44+00:00,ENG-LAB-052,user035,teams.exe,registry_write,Registry Key,HKCU\Software\Policies\Microsoft\Windows\System\LabUpdater,10.1.135.34
evt-registry_keys-000183,2026-06-06T17:48:13+00:00,ENG-LAB-033,user004,outlook.exe,registry_write,Registry Key,HKCU\Software\Policies\Microsoft\Windows\System\DemoValue,10.0.152.216
evt-registry_keys-000184,2026-06-06T18:59:20+00:00,ENG-LAB-036,user066,msedge.exe,registry_write,Registry Key,HKCU\Software\Classes\ms-settings\Shell\Open\command\DemoValue,10.2.194.84
evt-registry_keys-000185,2026-06-06T22:48:06+00:00,ENG-LAB-049,user016,reg.exe,registry_write,Registry Key,HKLM\System\CurrentControlSet\Services\DemoValue,10.2.223.156
evt-registry_keys-000186,2026-06-06T23:41:54+00:00,ENG-LAB-011,user082,reg.exe,registry_write,Registry Key,HKLM\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options,10.1.215.100
evt-registry_keys-000187,2026-06-06T23:43:49+00:00,ENG-LAB-051,user021,winword.exe,registry_write,Registry Key,HKCU\Software\Classes\ms-settings\Shell\Open\command\DemoValue,10.2.19.28
evt-registry_keys-000188,2026-06-07T04:53:26+00:00,ENG-LAB-045,user002,reg.exe,registry_write,Registry Key,HKLM\Software\Microsoft\Windows\CurrentVersion\RunOnce\DemoValue,10.3.239.222
evt-registry_keys-000189,2026-06-07T07:38:14+00:00,ENG-LAB-013,user063,teams.exe,registry_write,Registry Key,HKCU\Software\Classes\ms-settings\Shell\Open\command\DemoValue,10.2.104.176
evt-registry_keys-000190,2026-06-07T08:39:19+00:00,ENG-LAB-056,user022,powershell.exe,registry_write,Registry Key,HKLM\Software\Microsoft\Windows\CurrentVersion\Explorer\StartupApproved\Run\TestPersistence,10.3.146.109
evt-registry_keys-000191,2026-06-07T09:01:53+00:00,ENG-LAB-047,user094,outlook.exe,registry_write,Registry Key,HKLM\Software\Microsoft\Windows\CurrentVersion\Run\DemoValue,10.1.55.98
evt-registry_keys-000192,2026-06-07T09:48:17+00:00,ENG-LAB-006,user058,msedge.exe,registry_write,Registry Key,HKLM\Software\Policies\Microsoft\Windows\System\LabUpdater,10.1.55.98
evt-registry_keys-000193,2026-06-07T10:54:52+00:00,ENG-LAB-039,user016,reg.exe,registry_write,Registry Key,HKLM\Software\Policies\Microsoft\Windows\System\SampleService,10.3.228.230
evt-registry_keys-000194,2026-06-07T13:08:23+00:00,ENG-LAB-034,user036,rundll32.exe,registry_write,Registry Key,HKLM\Software\Microsoft\Windows\CurrentVersion\Run\LabUpdater,10.1.135.34
evt-registry_keys-000195,2026-06-07T14:42:32+00:00,ENG-LAB-037,user068,python.exe,registry_write,Registry Key,HKLM\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options,10.1.159.103
evt-registry_keys-000196,2026-06-07T15:07:15+00:00,ENG-LAB-014,user028,winword.exe,registry_write,Registry Key,HKCU\Software\Classes\ms-settings\Shell\Open\command\SampleService,10.0.98.103
evt-registry_keys-000197,2026-06-07T16:30:39+00:00,ENG-LAB-037,user011,svchost.exe,registry_write,Registry Key,HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\StartupApproved\Run\DemoValue,10.1.110.246
evt-registry_keys-000198,2026-06-07T16:32:22+00:00,ENG-LAB-053,user066,python.exe,registry_write,Registry Key,HKLM\Software\Policies\Microsoft\Windows\System\DemoValue,10.2.20.231
evt-registry_keys-000199,2026-06-07T16:37:11+00:00,ENG-LAB-049,user058,reg.exe,registry_write,Registry Key,HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\StartupApproved\Run\DemoValue,10.0.54.200
evt-registry_keys-000200,2026-06-07T19:50:00+00:00,ENG-LAB-005,user033,python.exe,registry_write,Registry Key,HKLM\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\DemoValue,10.0.194.123
evt-registry_keys-000201,2026-06-07T20:09:31+00:00,ENG-LAB-047,user052,chrome.exe,registry_write,Registry Key,HKLM\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options,10.1.142.172
evt-registry_keys-000202,2026-06-07T20:58:31+00:00,ENG-LAB-010,user034,msedge.exe,registry_write,Registry Key,HKCU\Software\Classes\ms-settings\Shell\Open\command,10.0.79.70
evt-registry_keys-000203,2026-06-07T21:44:53+00:00,ENG-LAB-035,user078,svchost.exe,registry_write,Registry Key,HKLM\Software\Policies\Microsoft\Windows\System\SampleService,10.2.75.111
evt-registry_keys-000204,2026-06-07T22:05:34+00:00,ENG-LAB-009,user021,msedge.exe,registry_write,Registry Key,HKCU\System\CurrentControlSet\Services,10.2.116.58
evt-registry_keys-000205,2026-06-07T23:27:40+00:00,ENG-LAB-040,user016,python.exe,registry_write,Registry Key,HKLM\Software\Microsoft\Windows\CurrentVersion\Explorer\StartupApproved\Run\DemoValue,10.0.161.103
evt-registry_keys-000206,2026-06-08T01:04:36+00:00,ENG-LAB-040,user025,powershell.exe,registry_write,Registry Key,HKCU\Software\Classes\ms-settings\Shell\Open\command\TestPersistence,10.1.78.96
evt-registry_keys-000207,2026-06-08T01:22:52+00:00,ENG-LAB-011,user074,reg.exe,registry_write,Registry Key,HKCU\Software\Classes\ms-settings\Shell\Open\command\SampleService,10.1.196.178
evt-registry_keys-000208,2026-06-08T03:36:22+00:00,ENG-LAB-026,user036,winword.exe,registry_write,Registry Key,HKLM\Software\Microsoft\Windows\CurrentVersion\RunOnce\TestPersistence,10.2.122.68
evt-registry_keys-000209,2026-06-08T04:07:55+00:00,ENG-LAB-030,user011,powershell.exe,registry_write,Registry Key,HKLM\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\SampleService,10.2.116.58
evt-registry_keys-000210,2026-06-08T04:18:37+00:00,ENG-LAB-058,user058,rundll32.exe,registry_write,Registry Key,HKLM\Software\Microsoft\Windows\CurrentVersion\Explorer\StartupApproved\Run\LabUpdater,10.3.1.245
evt-registry_keys-000211,2026-06-08T05:25:03+00:00,ENG-LAB-008,user088,msedge.exe,registry_write,Registry Key,HKLM\System\CurrentControlSet\Services\LabUpdater,10.0.142.90
evt-registry_keys-000212,2026-06-08T07:03:58+00:00,ENG-LAB-034,user073,teams.exe,registry_write,Registry Key,HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\StartupApproved\Run\TestPersistence,10.0.4.118
evt-registry_keys-000213,2026-06-08T09:02:58+00:00,ENG-LAB-016,user073,winword.exe,registry_write,Registry Key,HKLM\System\CurrentControlSet\Services\SampleService,10.2.250.5
evt-registry_keys-000214,2026-06-08T09:29:46+00:00,ENG-LAB-035,user065,powershell.exe,registry_write,Registry Key,HKLM\System\CurrentControlSet\Services,10.2.224.231
evt-registry_keys-000215,2026-06-08T10:27:52+00:00,ENG-LAB-021,user026,msedge.exe,registry_write,Registry Key,HKLM\Software\Microsoft\Windows\CurrentVersion\Run\DemoValue,10.3.1.245
evt-registry_keys-000216,2026-06-08T10:31:08+00:00,ENG-LAB-038,user072,python.exe,registry_write,Registry Key,HKCU\Software\Microsoft\Windows\CurrentVersion\RunOnce\DemoValue,10.1.216.153
evt-registry_keys-000217,2026-06-08T10:46:29+00:00,ENG-LAB-026,user078,powershell.exe,registry_write,Registry Key,HKCU\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\SampleService,10.0.197.231
evt-registry_keys-000218,2026-06-08T10:50:00+00:00,ENG-LAB-041,user016,python.exe,registry_write,Registry Key,HKCU\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\LabUpdater,10.1.166.216
evt-registry_keys-000219,2026-06-08T12:42:35+00:00,ENG-LAB-052,user100,reg.exe,registry_write,Registry Key,HKLM\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\LabUpdater,10.3.30.43
evt-registry_keys-000220,2026-06-08T13:28:01+00:00,ENG-LAB-009,user001,chrome.exe,registry_write,Registry Key,HKCU\Software\Microsoft\Windows\CurrentVersion\Run\SampleService,10.0.226.207
evt-registry_keys-000221,2026-06-08T16:02:51+00:00,ENG-LAB-029,user047,powershell.exe,registry_write,Registry Key,HKCU\Software\Classes\ms-settings\Shell\Open\command\DemoValue,10.0.47.56
evt-registry_keys-000222,2026-06-08T16:15:55+00:00,ENG-LAB-059,user020,reg.exe,registry_write,Registry Key,HKLM\System\CurrentControlSet\Services\DemoValue,10.2.35.226
evt-registry_keys-000223,2026-06-08T18:18:55+00:00,ENG-LAB-059,user080,msedge.exe,registry_write,Registry Key,HKCU\Software\Microsoft\Windows\CurrentVersion\Run,10.2.47.210
evt-registry_keys-000224,2026-06-08T18:25:55+00:00,ENG-LAB-017,user023,svchost.exe,registry_write,Registry Key,HKLM\Software\Microsoft\Windows\CurrentVersion\Run\LabUpdater,10.3.37.117
evt-registry_keys-000225,2026-06-08T19:10:39+00:00,ENG-LAB-047,user048,rundll32.exe,registry_write,Registry Key,HKCU\Software\Microsoft\Windows\CurrentVersion\Run\DemoValue,10.2.223.156
evt-registry_keys-000226,2026-06-08T20:15:26+00:00,ENG-LAB-041,user010,winword.exe,registry_write,Registry Key,HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\StartupApproved\Run\SampleService,10.2.107.175
evt-registry_keys-000227,2026-06-08T21:44:49+00:00,ENG-LAB-019,user019,rundll32.exe,registry_write,Registry Key,HKLM\Software\Microsoft\Windows\CurrentVersion\RunOnce\SampleService,10.0.95.18
evt-registry_keys-000228,2026-06-08T22:33:34+00:00,ENG-LAB-056,user068,svchost.exe,registry_write,Registry Key,HKCU\Software\Microsoft\Windows\CurrentVersion\Run,10.2.171.82
evt-registry_keys-000229,2026-06-08T23:54:01+00:00,ENG-LAB-022,user050,reg.exe,registry_write,Registry Key,HKCU\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\LabUpdater,10.0.240.57
evt-registry_keys-000230,2026-06-09T01:33:04+00:00,ENG-LAB-047,user036,teams.exe,registry_write,Registry Key,HKLM\Software\Microsoft\Windows\CurrentVersion\Explorer\StartupApproved\Run\SampleService,10.3.142.208
evt-registry_keys-000231,2026-06-09T02:54:48+00:00,ENG-LAB-029,user072,powershell.exe,registry_write,Registry Key,HKLM\Software\Microsoft\Windows\CurrentVersion\Run\LabUpdater,10.1.125.42
evt-registry_keys-000232,2026-06-09T03:15:42+00:00,ENG-LAB-026,user002,teams.exe,registry_write,Registry Key,HKCU\Software\Classes\ms-settings\Shell\Open\command,10.2.234.81
evt-registry_keys-000233,2026-06-09T03:52:41+00:00,ENG-LAB-030,user058,python.exe,registry_write,Registry Key,HKCU\System\CurrentControlSet\Services\DemoValue,10.3.79.49
evt-registry_keys-000234,2026-06-09T06:20:35+00:00,ENG-LAB-041,user035,rundll32.exe,registry_write,Registry Key,HKLM\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\SampleService,10.0.197.98
evt-registry_keys-000235,2026-06-09T06:37:44+00:00,ENG-LAB-016,user074,python.exe,registry_write,Registry Key,HKCU\Software\Microsoft\Windows\CurrentVersion\RunOnce\TestPersistence,10.2.223.156
evt-registry_keys-000236,2026-06-09T08:31:31+00:00,ENG-LAB-054,user001,teams.exe,registry_write,Registry Key,HKCU\Software\Microsoft\Windows\CurrentVersion\Run\DemoValue,10.3.49.92
evt-registry_keys-000237,2026-06-09T08:42:53+00:00,ENG-LAB-020,user015,teams.exe,registry_write,Registry Key,HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\StartupApproved\Run\DemoValue,10.2.133.53
evt-registry_keys-000238,2026-06-09T09:48:16+00:00,ENG-LAB-052,user052,reg.exe,registry_write,Registry Key,HKCU\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\TestPersistence,10.1.75.7
evt-registry_keys-000239,2026-06-09T10:16:07+00:00,ENG-LAB-020,user031,rundll32.exe,registry_write,Registry Key,HKCU\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\DemoValue,10.3.167.104
evt-registry_keys-000240,2026-06-09T11:51:42+00:00,ENG-LAB-058,user048,python.exe,registry_write,Registry Key,HKLM\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\TestPersistence,10.3.246.55
evt-registry_keys-000241,2026-06-09T12:32:17+00:00,ENG-LAB-017,user024,python.exe,registry_write,Registry Key,HKLM\System\CurrentControlSet\Services\LabUpdater,10.2.65.50
evt-registry_keys-000242,2026-06-09T12:49:43+00:00,ENG-LAB-056,user036,python.exe,registry_write,Registry Key,HKLM\Software\Microsoft\Windows\CurrentVersion\RunOnce\TestPersistence,10.2.107.184
evt-registry_keys-000243,2026-06-09T16:19:55+00:00,ENG-LAB-041,user020,reg.exe,registry_write,Registry Key,HKLM\Software\Microsoft\Windows\CurrentVersion\Run\DemoValue,10.2.104.176
evt-registry_keys-000244,2026-06-09T17:19:13+00:00,ENG-LAB-035,user079,chrome.exe,registry_write,Registry Key,HKLM\Software\Microsoft\Windows\CurrentVersion\Explorer\StartupApproved\Run\TestPersistence,10.1.186.111
evt-registry_keys-000245,2026-06-09T17:47:48+00:00,ENG-LAB-010,user080,svchost.exe,registry_write,Registry Key,HKLM\Software\Microsoft\Windows\CurrentVersion\Run\TestPersistence,10.3.79.237
evt-registry_keys-000246,2026-06-09T19:22:15+00:00,ENG-LAB-053,user006,outlook.exe,registry_write,Registry Key,HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\StartupApproved\Run,10.1.75.7
evt-registry_keys-000247,2026-06-09T19:27:32+00:00,ENG-LAB-013,user010,msedge.exe,registry_write,Registry Key,HKCU\Software\Microsoft\Windows\CurrentVersion\Run\DemoValue,10.2.238.114
evt-registry_keys-000248,2026-06-09T19:38:48+00:00,ENG-LAB-041,user086,reg.exe,registry_write,Registry Key,HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\StartupApproved\Run\LabUpdater,10.0.201.152
evt-registry_keys-000249,2026-06-09T19:50:53+00:00,ENG-LAB-029,user078,winword.exe,registry_write,Registry Key,HKLM\Software\Classes\ms-settings\Shell\Open\command\DemoValue,10.2.171.82
evt-registry_keys-000250,2026-06-09T20:20:19+00:00,ENG-LAB-032,user099,outlook.exe,registry_write,Registry Key,HKLM\Software\Microsoft\Windows\CurrentVersion\Run,10.1.110.246
evt-registry_keys-000251,2026-06-09T20:27:35+00:00,ENG-LAB-047,user043,powershell.exe,registry_write,Registry Key,HKLM\Software\Microsoft\Windows\CurrentVersion\Explorer\StartupApproved\Run\TestPersistence,10.2.122.15
evt-registry_keys-000252,2026-06-09T21:04:01+00:00,ENG-LAB-007,user011,powershell.exe,registry_write,Registry Key,HKLM\Software\Microsoft\Windows\CurrentVersion\RunOnce\SampleService,10.3.194.70
evt-registry_keys-000253,2026-06-09T21:05:18+00:00,ENG-LAB-041,user050,powershell.exe,registry_write,Registry Key,HKLM\Software\Microsoft\Windows\CurrentVersion\Run\SampleService,10.0.41.108
evt-registry_keys-000254,2026-06-09T21:52:30+00:00,ENG-LAB-046,user035,teams.exe,registry_write,Registry Key,HKCU\Software\Policies\Microsoft\Windows\System\SampleService,10.3.79.49
evt-registry_keys-000255,2026-06-09T23:43:35+00:00,ENG-LAB-035,user093,reg.exe,registry_write,Registry Key,HKLM\System\CurrentControlSet\Services\SampleService,10.3.99.184
evt-registry_keys-000256,2026-06-09T23:58:02+00:00,ENG-LAB-045,user099,rundll32.exe,registry_write,Registry Key,HKLM\Software\Classes\ms-settings\Shell\Open\command\LabUpdater,10.2.126.216
evt-registry_keys-000257,2026-06-10T00:24:13+00:00,ENG-LAB-043,user058,outlook.exe,registry_write,Registry Key,HKLM\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\TestPersistence,10.1.237.171
evt-registry_keys-000258,2026-06-10T00:48:33+00:00,ENG-LAB-031,user044,chrome.exe,registry_write,Registry Key,HKLM\Software\Microsoft\Windows\CurrentVersion\Run\TestPersistence,10.3.84.216
evt-registry_keys-000259,2026-06-10T03:31:02+00:00,ENG-LAB-010,user019,teams.exe,registry_write,Registry Key,HKLM\Software\Microsoft\Windows\CurrentVersion\Explorer\StartupApproved\Run\LabUpdater,10.1.62.117
evt-registry_keys-000260,2026-06-10T04:13:29+00:00,ENG-LAB-056,user060,rundll32.exe,registry_write,Registry Key,HKLM\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\DemoValue,10.0.180.77
evt-registry_keys-000261,2026-06-10T04:26:48+00:00,ENG-LAB-060,user006,outlook.exe,registry_write,Registry Key,HKLM\System\CurrentControlSet\Services,10.0.54.200
evt-registry_keys-000262,2026-06-10T04:45:36+00:00,ENG-LAB-036,user008,reg.exe,registry_write,Registry Key,HKLM\Software\Microsoft\Windows\CurrentVersion\Explorer\StartupApproved\Run\LabUpdater,10.1.13.144
evt-registry_keys-000263,2026-06-10T04:55:37+00:00,ENG-LAB-027,user075,outlook.exe,registry_write,Registry Key,HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\StartupApproved\Run\DemoValue,10.3.109.131
evt-registry_keys-000264,2026-06-10T04:59:54+00:00,ENG-LAB-017,user019,svchost.exe,registry_write,Registry Key,HKCU\Software\Policies\Microsoft\Windows\System,10.0.37.138
evt-registry_keys-000265,2026-06-10T05:56:14+00:00,ENG-LAB-016,user059,teams.exe,registry_write,Registry Key,HKLM\Software\Microsoft\Windows\CurrentVersion\Explorer\StartupApproved\Run\TestPersistence,10.3.108.238
evt-registry_keys-000266,2026-06-10T06:01:41+00:00,ENG-LAB-056,user097,powershell.exe,registry_write,Registry Key,HKLM\System\CurrentControlSet\Services\LabUpdater,10.2.116.58
evt-registry_keys-000267,2026-06-10T06:21:09+00:00,ENG-LAB-050,user070,teams.exe,registry_write,Registry Key,HKCU\System\CurrentControlSet\Services\SampleService,10.2.125.58
evt-registry_keys-000268,2026-06-10T06:23:49+00:00,ENG-LAB-036,user093,python.exe,registry_write,Registry Key,HKLM\Software\Microsoft\Windows\CurrentVersion\Run\SampleService,10.1.78.96
evt-registry_keys-000269,2026-06-10T07:26:07+00:00,ENG-LAB-018,user083,teams.exe,registry_write,Registry Key,HKCU\Software\Microsoft\Windows\CurrentVersion\Run\SampleService,10.2.36.156
