event_id,timestamp_utc,host,user,process_name,event_type,ioc_type,ioc_value,detection_rule,source_ip,destination_ip
evt-urls-000141,2026-06-06T04:02:51+00:00,ENG-LAB-006,user057,outlook.exe,network_connection,URL,https://api.telemetry.test/images/logo.png?utm=demo,IOC-URL-522,10.3.109.139,203.0.113.80
evt-urls-000142,2026-06-06T04:14:47+00:00,ENG-LAB-006,user056,msedge.exe,network_connection,URL,http://m.telemetry.test/login?id=15ffb224,IOC-URL-554,10.2.174.29,198.51.100.102
evt-urls-000143,2026-06-06T05:40:32+00:00,ENG-LAB-036,user086,svchost.exe,network_connection,URL,http://www.example.com/images/logo.png?id=78fd85ba,IOC-URL-506,10.3.214.138,203.0.113.22
evt-urls-000144,2026-06-06T06:03:40+00:00,ENG-LAB-009,user004,msedge.exe,network_connection,URL,http://files.telemetry.test/cdn/js/app.js,IOC-URL-950,10.1.35.12,198.51.100.2
evt-urls-000145,2026-06-06T06:33:04+00:00,ENG-LAB-017,user048,winword.exe,network_connection,URL,https://api.telemetry.test/download/package.bin?utm=demo,IOC-URL-784,10.1.40.22,198.51.100.12
evt-urls-000146,2026-06-06T07:58:34+00:00,ENG-LAB-014,user097,chrome.exe,network_connection,URL,https://www.example.com/login?id=96c115ac,IOC-URL-615,10.0.127.50,203.0.113.120
evt-urls-000147,2026-06-06T08:08:42+00:00,ENG-LAB-017,user096,msedge.exe,network_connection,URL,http://assets.telemetry.test/images/logo.png?id=7c5b3cc1,IOC-URL-270,10.0.37.138,203.0.113.53
evt-urls-000148,2026-06-06T09:43:28+00:00,ENG-LAB-040,user037,rundll32.exe,network_connection,URL,https://cdn.example.org/download/package.bin,IOC-URL-646,10.0.117.151,203.0.113.159
evt-urls-000149,2026-06-06T09:47:23+00:00,ENG-LAB-029,user039,winword.exe,network_connection,URL,https://api.example.com/cdn/js/app.js,IOC-URL-409,10.3.1.245,203.0.113.58
evt-urls-000150,2026-06-06T10:19:03+00:00,ENG-LAB-016,user012,reg.exe,network_connection,URL,https://m.example.org/portal/auth?utm=test,IOC-URL-564,10.2.238.114,198.51.100.58
evt-urls-000151,2026-06-06T11:48:46+00:00,ENG-LAB-027,user063,python.exe,network_connection,URL,http://m.example.net/portal/auth,IOC-URL-807,10.1.21.79,198.51.100.77
evt-urls-000152,2026-06-06T12:32:44+00:00,ENG-LAB-042,user017,chrome.exe,network_connection,URL,https://www.updates.example/download/package.bin?q=1312,IOC-URL-747,10.3.49.92,198.51.100.210
evt-urls-000153,2026-06-06T12:37:16+00:00,ENG-LAB-014,user043,msedge.exe,network_connection,URL,https://m.sample.invalid/login?q=7761,IOC-URL-967,10.0.126.149,203.0.113.48
evt-urls-000154,2026-06-06T13:04:02+00:00,ENG-LAB-009,user074,teams.exe,network_connection,URL,https://files.updates.example/images/logo.png?id=32c2b07a,IOC-URL-237,10.1.158.58,198.51.100.9
evt-urls-000155,2026-06-06T13:06:29+00:00,ENG-LAB-036,user019,reg.exe,network_connection,URL,https://files.updates.example/cdn/js/app.js?q=5479,IOC-URL-713,10.1.55.98,198.51.100.129
evt-urls-000156,2026-06-06T13:55:30+00:00,ENG-LAB-041,user095,msedge.exe,network_connection,URL,https://cdn.updates.example/cdn/js/app.js,IOC-URL-917,10.2.63.185,203.0.113.160
evt-urls-000157,2026-06-06T14:11:33+00:00,ENG-LAB-035,user051,chrome.exe,network_connection,URL,http://files.telemetry.test/login?q=2791,IOC-URL-496,10.1.235.90,198.51.100.138
evt-urls-000158,2026-06-06T14:46:27+00:00,ENG-LAB-026,user100,chrome.exe,network_connection,URL,https://m.example.org/api/v1/checkin?q=8197,IOC-URL-852,10.2.122.68,198.51.100.115
evt-urls-000159,2026-06-06T15:11:48+00:00,ENG-LAB-054,user087,reg.exe,network_connection,URL,http://www.example.net/download/package.bin?id=9c1f4003,IOC-URL-245,10.0.169.160,198.51.100.70
evt-urls-000160,2026-06-06T16:16:44+00:00,ENG-LAB-005,user045,outlook.exe,network_connection,URL,https://cdn.example.net/portal/auth?utm=lab,IOC-URL-837,10.0.12.190,203.0.113.25
evt-urls-000161,2026-06-06T17:50:38+00:00,ENG-LAB-052,user040,outlook.exe,network_connection,URL,https://m.updates.example/login?id=e14fc13b,IOC-URL-485,10.0.31.192,203.0.113.236
evt-urls-000162,2026-06-06T18:01:30+00:00,ENG-LAB-045,user020,winword.exe,network_connection,URL,https://assets.example.com/login?q=2897,IOC-URL-408,10.2.53.241,198.51.100.85
evt-urls-000163,2026-06-06T18:35:19+00:00,ENG-LAB-037,user045,reg.exe,network_connection,URL,http://m.example.org/collect?id=7400ace8,IOC-URL-975,10.0.54.200,203.0.113.61
evt-urls-000164,2026-06-06T19:12:23+00:00,ENG-LAB-010,user088,rundll32.exe,network_connection,URL,https://files.example.net/images/logo.png,IOC-URL-193,10.3.186.42,203.0.113.48
evt-urls-000165,2026-06-06T19:26:42+00:00,ENG-LAB-001,user060,outlook.exe,network_connection,URL,http://api.updates.example/news?id=99b89882,IOC-URL-261,10.1.148.253,203.0.113.227
evt-urls-000166,2026-06-06T19:45:41+00:00,ENG-LAB-015,user059,outlook.exe,network_connection,URL,https://www.telemetry.test/images/logo.png,IOC-URL-575,10.3.49.92,203.0.113.52
evt-urls-000167,2026-06-06T22:04:09+00:00,ENG-LAB-006,user048,powershell.exe,network_connection,URL,https://files.example.org/cdn/js/app.js,IOC-URL-220,10.0.216.9,198.51.100.114
evt-urls-000168,2026-06-06T22:42:54+00:00,ENG-LAB-035,user055,teams.exe,network_connection,URL,https://assets.example.net/collect?id=12d52671,IOC-URL-726,10.3.181.109,198.51.100.254
evt-urls-000169,2026-06-07T01:33:34+00:00,ENG-LAB-053,user095,chrome.exe,network_connection,URL,http://www.sample.invalid/portal/auth?id=dd592877,IOC-URL-689,10.2.234.81,203.0.113.182
evt-urls-000170,2026-06-07T02:40:36+00:00,ENG-LAB-004,user020,msedge.exe,network_connection,URL,http://auth.example.org/images/logo.png?q=5313,IOC-URL-784,10.2.111.248,198.51.100.160
evt-urls-000171,2026-06-07T02:51:19+00:00,ENG-LAB-018,user064,powershell.exe,network_connection,URL,https://assets.telemetry.test/news?id=5b917205,IOC-URL-271,10.2.104.176,203.0.113.142
evt-urls-000172,2026-06-07T03:00:08+00:00,ENG-LAB-046,user057,chrome.exe,network_connection,URL,http://cdn.example.net/login,IOC-URL-192,10.1.216.153,203.0.113.8
evt-urls-000173,2026-06-07T04:08:52+00:00,ENG-LAB-005,user074,svchost.exe,network_connection,URL,https://api.updates.example/collect?id=5ecbf98c,IOC-URL-614,10.1.237.171,198.51.100.208
evt-urls-000174,2026-06-07T04:58:28+00:00,ENG-LAB-058,user066,powershell.exe,network_connection,URL,http://m.example.net/api/v1/checkin,IOC-URL-193,10.3.108.238,198.51.100.165
evt-urls-000175,2026-06-07T05:15:38+00:00,ENG-LAB-017,user088,reg.exe,network_connection,URL,https://m.sample.invalid/cdn/js/app.js,IOC-URL-962,10.1.158.58,203.0.113.109
evt-urls-000176,2026-06-07T07:05:34+00:00,ENG-LAB-021,user099,rundll32.exe,network_connection,URL,https://www.telemetry.test/cdn/js/app.js?id=a190c622,IOC-URL-379,10.1.216.153,203.0.113.81
evt-urls-000177,2026-06-07T07:29:37+00:00,ENG-LAB-023,user046,powershell.exe,network_connection,URL,https://api.example.org/download/package.bin,IOC-URL-899,10.1.215.100,198.51.100.60
evt-urls-000178,2026-06-07T07:54:03+00:00,ENG-LAB-033,user029,python.exe,network_connection,URL,https://api.sample.invalid/images/logo.png?q=2226,IOC-URL-512,10.1.32.87,203.0.113.41
evt-urls-000179,2026-06-07T07:54:11+00:00,ENG-LAB-038,user056,rundll32.exe,network_connection,URL,https://m.updates.example/cdn/js/app.js?id=5eec4923,IOC-URL-581,10.0.31.192,203.0.113.210
evt-urls-000180,2026-06-07T08:00:48+00:00,ENG-LAB-046,user009,teams.exe,network_connection,URL,http://www.updates.example/news?q=8037,IOC-URL-918,10.3.169.241,203.0.113.96
evt-urls-000181,2026-06-07T09:15:54+00:00,ENG-LAB-053,user018,python.exe,network_connection,URL,http://files.sample.invalid/portal/auth,IOC-URL-369,10.0.194.123,198.51.100.200
evt-urls-000182,2026-06-07T11:09:11+00:00,ENG-LAB-054,user022,python.exe,network_connection,URL,http://files.sample.invalid/api/v1/checkin,IOC-URL-676,10.3.112.46,198.51.100.46
evt-urls-000183,2026-06-07T11:20:20+00:00,ENG-LAB-004,user004,teams.exe,network_connection,URL,https://api.example.com/collect?q=9105,IOC-URL-231,10.0.120.104,203.0.113.179
evt-urls-000184,2026-06-07T12:45:41+00:00,ENG-LAB-011,user033,teams.exe,network_connection,URL,http://m.sample.invalid/collect?id=5fc9f955,IOC-URL-515,10.0.117.151,203.0.113.59
evt-urls-000185,2026-06-07T13:21:49+00:00,ENG-LAB-055,user007,powershell.exe,network_connection,URL,http://auth.telemetry.test/download/package.bin?utm=test,IOC-URL-391,10.1.134.42,198.51.100.236
evt-urls-000186,2026-06-07T14:17:48+00:00,ENG-LAB-037,user086,powershell.exe,network_connection,URL,http://auth.example.org/login?utm=demo,IOC-URL-846,10.0.47.163,203.0.113.174
evt-urls-000187,2026-06-07T15:20:51+00:00,ENG-LAB-048,user080,chrome.exe,network_connection,URL,http://assets.telemetry.test/cdn/js/app.js?id=55723f70,IOC-URL-596,10.3.186.42,203.0.113.65
evt-urls-000188,2026-06-07T16:39:28+00:00,ENG-LAB-012,user088,msedge.exe,network_connection,URL,http://cdn.telemetry.test/images/logo.png?id=5240fbfd,IOC-URL-277,10.0.180.77,198.51.100.10
evt-urls-000189,2026-06-07T17:11:13+00:00,ENG-LAB-049,user070,chrome.exe,network_connection,URL,https://auth.example.org/cdn/js/app.js?id=a1b3dece,IOC-URL-933,10.0.170.198,203.0.113.53
evt-urls-000190,2026-06-07T18:25:13+00:00,ENG-LAB-056,user021,rundll32.exe,network_connection,URL,http://files.example.com/collect,IOC-URL-931,10.0.42.165,198.51.100.76
evt-urls-000191,2026-06-07T18:56:26+00:00,ENG-LAB-004,user020,powershell.exe,network_connection,URL,https://files.example.com/api/v1/checkin,IOC-URL-450,10.1.189.73,198.51.100.252
evt-urls-000192,2026-06-07T19:01:14+00:00,ENG-LAB-020,user099,outlook.exe,network_connection,URL,http://assets.updates.example/cdn/js/app.js?id=692e2c35,IOC-URL-806,10.2.171.82,203.0.113.251
evt-urls-000193,2026-06-07T19:03:53+00:00,ENG-LAB-038,user075,rundll32.exe,network_connection,URL,https://m.example.com/cdn/js/app.js?utm=test,IOC-URL-557,10.3.169.241,203.0.113.248
evt-urls-000194,2026-06-07T19:46:24+00:00,ENG-LAB-012,user097,python.exe,network_connection,URL,http://api.sample.invalid/login?utm=test,IOC-URL-346,10.1.159.103,203.0.113.154
evt-urls-000195,2026-06-07T20:03:53+00:00,ENG-LAB-016,user067,reg.exe,network_connection,URL,https://auth.sample.invalid/collect?utm=lab,IOC-URL-682,10.3.49.92,198.51.100.29
evt-urls-000196,2026-06-07T20:25:17+00:00,ENG-LAB-044,user090,svchost.exe,network_connection,URL,https://m.example.com/download/package.bin?utm=demo,IOC-URL-647,10.2.63.185,203.0.113.181
evt-urls-000197,2026-06-07T20:41:07+00:00,ENG-LAB-059,user004,reg.exe,network_connection,URL,https://assets.example.net/portal/auth?q=7109,IOC-URL-886,10.0.56.40,198.51.100.232
evt-urls-000198,2026-06-07T21:12:25+00:00,ENG-LAB-043,user048,powershell.exe,network_connection,URL,https://auth.example.org/images/logo.png,IOC-URL-142,10.2.63.185,203.0.113.92
evt-urls-000199,2026-06-08T00:21:28+00:00,ENG-LAB-024,user098,outlook.exe,network_connection,URL,http://cdn.sample.invalid/download/package.bin?utm=demo,IOC-URL-235,10.2.181.54,203.0.113.96
evt-urls-000200,2026-06-08T00:30:31+00:00,ENG-LAB-002,user012,reg.exe,network_connection,URL,https://m.example.net/portal/auth?q=3610,IOC-URL-568,10.0.117.151,203.0.113.111
evt-urls-000201,2026-06-08T01:27:47+00:00,ENG-LAB-022,user029,svchost.exe,network_connection,URL,http://www.sample.invalid/api/v1/checkin?q=8138,IOC-URL-178,10.1.55.98,198.51.100.71
evt-urls-000202,2026-06-08T01:40:20+00:00,ENG-LAB-006,user071,rundll32.exe,network_connection,URL,https://cdn.example.org/login?q=2129,IOC-URL-477,10.2.122.15,203.0.113.150
evt-urls-000203,2026-06-08T01:49:17+00:00,ENG-LAB-054,user063,msedge.exe,network_connection,URL,https://www.updates.example/images/logo.png,IOC-URL-237,10.3.93.72,198.51.100.245
evt-urls-000204,2026-06-08T04:15:31+00:00,ENG-LAB-058,user074,outlook.exe,network_connection,URL,https://www.updates.example/images/logo.png,IOC-URL-287,10.0.201.152,198.51.100.215
evt-urls-000205,2026-06-08T04:19:07+00:00,ENG-LAB-048,user069,powershell.exe,network_connection,URL,http://auth.updates.example/images/logo.png?utm=test,IOC-URL-321,10.3.214.138,203.0.113.248
evt-urls-000206,2026-06-08T04:55:36+00:00,ENG-LAB-009,user057,outlook.exe,network_connection,URL,https://api.example.org/cdn/js/app.js?id=c1c8c488,IOC-URL-288,10.1.40.22,198.51.100.34
evt-urls-000207,2026-06-08T06:10:04+00:00,ENG-LAB-020,user006,msedge.exe,network_connection,URL,http://m.example.org/images/logo.png,IOC-URL-969,10.3.79.49,198.51.100.78
evt-urls-000208,2026-06-08T06:26:28+00:00,ENG-LAB-031,user095,powershell.exe,network_connection,URL,http://api.example.com/api/v1/checkin?id=2c5135a0,IOC-URL-277,10.1.243.116,198.51.100.50
evt-urls-000209,2026-06-08T07:38:24+00:00,ENG-LAB-018,user024,chrome.exe,network_connection,URL,http://m.updates.example/portal/auth?q=9921,IOC-URL-711,10.3.108.238,203.0.113.16
evt-urls-000210,2026-06-08T07:46:32+00:00,ENG-LAB-057,user050,reg.exe,network_connection,URL,http://api.example.org/download/package.bin,IOC-URL-809,10.0.201.152,203.0.113.128
evt-urls-000211,2026-06-08T09:18:54+00:00,ENG-LAB-024,user053,reg.exe,network_connection,URL,http://api.example.net/download/package.bin?utm=demo,IOC-URL-723,10.0.117.151,198.51.100.35
evt-urls-000212,2026-06-08T09:36:55+00:00,ENG-LAB-031,user060,python.exe,network_connection,URL,http://assets.example.org/download/package.bin,IOC-URL-661,10.0.47.163,203.0.113.70
evt-urls-000213,2026-06-08T09:41:35+00:00,ENG-LAB-007,user057,powershell.exe,network_connection,URL,http://api.updates.example/news?q=2276,IOC-URL-515,10.1.35.12,198.51.100.53
evt-urls-000214,2026-06-08T11:11:31+00:00,ENG-LAB-008,user050,outlook.exe,network_connection,URL,http://www.telemetry.test/download/package.bin?utm=test,IOC-URL-714,10.0.180.77,203.0.113.160
evt-urls-000215,2026-06-08T11:29:01+00:00,ENG-LAB-019,user088,msedge.exe,network_connection,URL,https://api.example.com/download/package.bin?id=ef60575e,IOC-URL-482,10.2.65.50,198.51.100.222
evt-urls-000216,2026-06-08T12:21:05+00:00,ENG-LAB-054,user097,powershell.exe,network_connection,URL,http://cdn.example.net/collect?utm=test,IOC-URL-372,10.3.93.13,203.0.113.201
evt-urls-000217,2026-06-08T13:42:45+00:00,ENG-LAB-028,user013,powershell.exe,network_connection,URL,http://m.example.com/cdn/js/app.js?q=9055,IOC-URL-618,10.2.185.148,203.0.113.181
evt-urls-000218,2026-06-08T14:01:21+00:00,ENG-LAB-026,user093,teams.exe,network_connection,URL,http://auth.example.com/cdn/js/app.js?utm=test,IOC-URL-129,10.3.1.245,203.0.113.100
evt-urls-000219,2026-06-08T14:10:31+00:00,ENG-LAB-026,user096,powershell.exe,network_connection,URL,https://cdn.example.org/images/logo.png,IOC-URL-455,10.1.243.116,203.0.113.181
evt-urls-000220,2026-06-08T15:20:47+00:00,ENG-LAB-060,user008,python.exe,network_connection,URL,https://auth.sample.invalid/cdn/js/app.js?id=ffe582a4,IOC-URL-152,10.0.161.103,203.0.113.197
evt-urls-000221,2026-06-08T17:35:22+00:00,ENG-LAB-001,user024,powershell.exe,network_connection,URL,https://api.updates.example/cdn/js/app.js?utm=lab,IOC-URL-773,10.1.135.34,203.0.113.36
evt-urls-000222,2026-06-08T17:51:50+00:00,ENG-LAB-023,user099,chrome.exe,network_connection,URL,https://auth.sample.invalid/api/v1/checkin,IOC-URL-373,10.1.216.153,198.51.100.183
evt-urls-000223,2026-06-08T19:33:45+00:00,ENG-LAB-006,user065,powershell.exe,network_connection,URL,https://files.telemetry.test/news?id=1079ec11,IOC-URL-353,10.0.70.39,203.0.113.225
evt-urls-000224,2026-06-08T20:09:38+00:00,ENG-LAB-042,user004,outlook.exe,network_connection,URL,http://auth.updates.example/api/v1/checkin?q=7776,IOC-URL-458,10.3.109.131,198.51.100.167
evt-urls-000225,2026-06-08T20:22:22+00:00,ENG-LAB-020,user058,python.exe,network_connection,URL,https://assets.example.net/collect?utm=lab,IOC-URL-320,10.1.215.100,198.51.100.201
evt-urls-000226,2026-06-08T20:29:49+00:00,ENG-LAB-052,user019,outlook.exe,network_connection,URL,http://files.example.net/cdn/js/app.js?q=2996,IOC-URL-394,10.1.196.178,203.0.113.41
evt-urls-000227,2026-06-08T21:20:33+00:00,ENG-LAB-034,user093,outlook.exe,network_connection,URL,https://auth.updates.example/download/package.bin?id=85afa5d4,IOC-URL-480,10.3.73.68,198.51.100.130
evt-urls-000228,2026-06-08T23:29:55+00:00,ENG-LAB-046,user079,reg.exe,network_connection,URL,http://auth.example.com/images/logo.png?id=25043c0d,IOC-URL-730,10.3.185.57,198.51.100.148
evt-urls-000229,2026-06-08T23:50:03+00:00,ENG-LAB-043,user032,winword.exe,network_connection,URL,https://m.updates.example/portal/auth?q=2594,IOC-URL-763,10.0.25.167,198.51.100.50
evt-urls-000230,2026-06-09T00:44:51+00:00,ENG-LAB-019,user038,powershell.exe,network_connection,URL,https://auth.telemetry.test/login?q=8438,IOC-URL-811,10.3.194.174,198.51.100.130
evt-urls-000231,2026-06-09T04:01:21+00:00,ENG-LAB-044,user039,reg.exe,network_connection,URL,https://api.example.org/login,IOC-URL-747,10.3.99.184,203.0.113.47
evt-urls-000232,2026-06-09T04:11:07+00:00,ENG-LAB-056,user037,chrome.exe,network_connection,URL,http://m.example.org/cdn/js/app.js,IOC-URL-542,10.0.146.61,198.51.100.49
evt-urls-000233,2026-06-09T05:34:39+00:00,ENG-LAB-049,user064,rundll32.exe,network_connection,URL,http://www.sample.invalid/login?q=9889,IOC-URL-308,10.3.208.49,198.51.100.28
evt-urls-000234,2026-06-09T05:36:01+00:00,ENG-LAB-024,user040,powershell.exe,network_connection,URL,http://assets.example.net/download/package.bin,IOC-URL-449,10.0.42.165,203.0.113.249
evt-urls-000235,2026-06-09T05:49:38+00:00,ENG-LAB-046,user016,winword.exe,network_connection,URL,https://files.example.org/news?utm=lab,IOC-URL-930,10.3.1.253,198.51.100.115
evt-urls-000236,2026-06-09T06:00:08+00:00,ENG-LAB-053,user057,teams.exe,network_connection,URL,https://files.sample.invalid/api/v1/checkin,IOC-URL-881,10.3.79.49,203.0.113.89
evt-urls-000237,2026-06-09T07:48:33+00:00,ENG-LAB-033,user035,powershell.exe,network_connection,URL,https://auth.example.net/collect?id=b60520d2,IOC-URL-944,10.2.107.175,198.51.100.242
evt-urls-000238,2026-06-09T08:24:02+00:00,ENG-LAB-003,user073,rundll32.exe,network_connection,URL,http://m.updates.example/news?utm=demo,IOC-URL-215,10.2.63.185,203.0.113.247
evt-urls-000239,2026-06-09T12:45:14+00:00,ENG-LAB-002,user041,msedge.exe,network_connection,URL,http://auth.example.com/collect?utm=lab,IOC-URL-910,10.0.56.40,203.0.113.71
evt-urls-000240,2026-06-09T12:58:25+00:00,ENG-LAB-046,user026,msedge.exe,network_connection,URL,https://m.example.org/cdn/js/app.js?utm=lab,IOC-URL-807,10.2.47.210,203.0.113.125
evt-urls-000241,2026-06-09T12:59:06+00:00,ENG-LAB-054,user062,teams.exe,network_connection,URL,http://files.updates.example/collect?q=7783,IOC-URL-266,10.0.170.198,203.0.113.38
evt-urls-000242,2026-06-09T13:31:28+00:00,ENG-LAB-030,user005,chrome.exe,network_connection,URL,http://api.example.net/login,IOC-URL-670,10.0.54.200,198.51.100.187
evt-urls-000243,2026-06-09T15:26:36+00:00,ENG-LAB-054,user032,rundll32.exe,network_connection,URL,https://assets.example.org/login?utm=test,IOC-URL-770,10.1.243.116,203.0.113.173
evt-urls-000244,2026-06-09T15:34:05+00:00,ENG-LAB-050,user080,outlook.exe,network_connection,URL,http://files.example.org/portal/auth?q=7150,IOC-URL-830,10.1.148.253,203.0.113.43
evt-urls-000245,2026-06-09T16:23:24+00:00,ENG-LAB-027,user088,svchost.exe,network_connection,URL,https://assets.updates.example/collect?utm=lab,IOC-URL-155,10.0.216.9,198.51.100.127
evt-urls-000246,2026-06-09T16:37:43+00:00,ENG-LAB-021,user068,chrome.exe,network_connection,URL,http://files.example.net/download/package.bin,IOC-URL-644,10.0.125.252,203.0.113.182
evt-urls-000247,2026-06-09T17:09:14+00:00,ENG-LAB-055,user100,reg.exe,network_connection,URL,http://auth.telemetry.test/collect?id=caaf430d,IOC-URL-425,10.1.249.57,203.0.113.243
evt-urls-000248,2026-06-09T17:20:00+00:00,ENG-LAB-003,user069,winword.exe,network_connection,URL,https://files.example.com/download/package.bin?q=8105,IOC-URL-114,10.3.246.55,198.51.100.134
evt-urls-000249,2026-06-09T17:29:03+00:00,ENG-LAB-006,user055,reg.exe,network_connection,URL,http://api.sample.invalid/login?q=1475,IOC-URL-821,10.3.194.174,198.51.100.203
evt-urls-000250,2026-06-09T17:48:42+00:00,ENG-LAB-013,user039,reg.exe,network_connection,URL,http://api.example.net/api/v1/checkin?id=7335d6e5,IOC-URL-745,10.2.126.216,203.0.113.184
evt-urls-000251,2026-06-09T18:05:54+00:00,ENG-LAB-031,user014,winword.exe,network_connection,URL,http://api.example.net/collect?q=5097,IOC-URL-685,10.3.80.15,198.51.100.41
evt-urls-000252,2026-06-09T18:11:09+00:00,ENG-LAB-054,user072,teams.exe,network_connection,URL,https://assets.example.net/api/v1/checkin?q=5072,IOC-URL-111,10.3.37.117,198.51.100.225
evt-urls-000253,2026-06-09T18:44:16+00:00,ENG-LAB-035,user093,outlook.exe,network_connection,URL,http://cdn.updates.example/news?q=6258,IOC-URL-629,10.3.69.222,203.0.113.192
evt-urls-000254,2026-06-09T20:02:47+00:00,ENG-LAB-003,user075,teams.exe,network_connection,URL,http://assets.example.org/login?utm=demo,IOC-URL-451,10.3.212.16,198.51.100.112
evt-urls-000255,2026-06-09T20:31:43+00:00,ENG-LAB-058,user070,svchost.exe,network_connection,URL,https://m.updates.example/collect?id=852539ec,IOC-URL-873,10.3.214.138,203.0.113.72
evt-urls-000256,2026-06-09T21:56:03+00:00,ENG-LAB-022,user002,msedge.exe,network_connection,URL,http://files.sample.invalid/login?id=a0f97e5e,IOC-URL-525,10.1.83.250,198.51.100.124
evt-urls-000257,2026-06-09T23:41:07+00:00,ENG-LAB-001,user022,rundll32.exe,network_connection,URL,https://cdn.example.org/api/v1/checkin,IOC-URL-808,10.2.35.226,198.51.100.191
evt-urls-000258,2026-06-10T00:36:58+00:00,ENG-LAB-016,user071,svchost.exe,network_connection,URL,https://cdn.example.org/api/v1/checkin?id=2c7d53d0,IOC-URL-489,10.1.18.214,198.51.100.20
evt-urls-000259,2026-06-10T02:08:22+00:00,ENG-LAB-043,user051,reg.exe,network_connection,URL,https://assets.example.com/portal/auth?id=5398deca,IOC-URL-305,10.1.235.90,203.0.113.8
evt-urls-000260,2026-06-10T02:42:52+00:00,ENG-LAB-049,user071,chrome.exe,network_connection,URL,http://auth.updates.example/api/v1/checkin?q=6403,IOC-URL-190,10.0.47.238,203.0.113.130
evt-urls-000261,2026-06-10T02:46:17+00:00,ENG-LAB-029,user024,teams.exe,network_connection,URL,http://auth.example.org/images/logo.png?q=4449,IOC-URL-689,10.1.243.116,203.0.113.118
evt-urls-000262,2026-06-10T04:52:27+00:00,ENG-LAB-021,user003,reg.exe,network_connection,URL,https://cdn.example.net/api/v1/checkin?utm=demo,IOC-URL-647,10.2.125.58,198.51.100.75
evt-urls-000263,2026-06-10T06:22:47+00:00,ENG-LAB-032,user098,python.exe,network_connection,URL,http://m.example.net/cdn/js/app.js,IOC-URL-940,10.0.235.138,198.51.100.10
evt-urls-000264,2026-06-10T07:09:07+00:00,ENG-LAB-008,user048,teams.exe,network_connection,URL,https://files.sample.invalid/login?utm=demo,IOC-URL-141,10.2.116.58,203.0.113.79
evt-urls-000265,2026-06-10T07:42:24+00:00,ENG-LAB-015,user051,svchost.exe,network_connection,URL,http://m.sample.invalid/images/logo.png,IOC-URL-146,10.1.62.117,198.51.100.202
evt-urls-000266,2026-06-10T08:35:19+00:00,ENG-LAB-029,user096,outlook.exe,network_connection,URL,https://cdn.example.net/download/package.bin?utm=demo,IOC-URL-897,10.1.0.154,203.0.113.55
evt-urls-000267,2026-06-10T09:51:19+00:00,ENG-LAB-018,user008,python.exe,network_connection,URL,http://api.telemetry.test/portal/auth?id=83169666,IOC-URL-852,10.3.1.245,198.51.100.67
evt-urls-000268,2026-06-10T10:07:02+00:00,ENG-LAB-022,user045,python.exe,network_connection,URL,https://www.example.com/login?id=d3efe558,IOC-URL-111,10.0.125.252,203.0.113.104
evt-urls-000269,2026-06-10T11:28:59+00:00,ENG-LAB-056,user016,winword.exe,network_connection,URL,https://assets.telemetry.test/collect?utm=lab,IOC-URL-111,10.1.75.7,198.51.100.145
evt-urls-000270,2026-06-10T11:42:11+00:00,ENG-LAB-011,user087,outlook.exe,network_connection,URL,http://www.example.org/login?utm=demo,IOC-URL-776,10.2.248.161,198.51.100.105
evt-urls-000271,2026-06-10T12:57:12+00:00,ENG-LAB-042,user068,winword.exe,network_connection,URL,https://assets.example.net/images/logo.png,IOC-URL-913,10.0.47.56,198.51.100.253
evt-urls-000272,2026-06-10T15:36:13+00:00,ENG-LAB-033,user030,reg.exe,network_connection,URL,http://auth.updates.example/download/package.bin?id=3706ade7,IOC-URL-879,10.0.47.238,203.0.113.64
evt-urls-000273,2026-06-10T16:29:33+00:00,ENG-LAB-026,user062,msedge.exe,network_connection,URL,https://api.example.com/collect?q=1656,IOC-URL-607,10.0.117.151,203.0.113.43
evt-urls-000274,2026-06-10T19:20:08+00:00,ENG-LAB-057,user034,svchost.exe,network_connection,URL,http://www.example.com/cdn/js/app.js?utm=test,IOC-URL-474,10.2.52.24,203.0.113.206
evt-urls-000275,2026-06-10T19:56:47+00:00,ENG-LAB-021,user078,outlook.exe,network_connection,URL,http://assets.sample.invalid/cdn/js/app.js?q=9847,IOC-URL-193,10.2.224.231,198.51.100.239
evt-urls-000276,2026-06-10T20:26:09+00:00,ENG-LAB-017,user015,svchost.exe,network_connection,URL,http://cdn.telemetry.test/images/logo.png?id=b21d27e6,IOC-URL-230,10.1.211.7,198.51.100.193
evt-urls-000277,2026-06-11T01:30:40+00:00,ENG-LAB-020,user036,teams.exe,network_connection,URL,http://m.telemetry.test/images/logo.png?utm=demo,IOC-URL-460,10.3.127.69,203.0.113.38
evt-urls-000278,2026-06-11T02:09:50+00:00,ENG-LAB-042,user018,chrome.exe,network_connection,URL,http://api.updates.example/portal/auth,IOC-URL-304,10.2.47.210,203.0.113.157
evt-urls-000279,2026-06-11T04:57:55+00:00,ENG-LAB-059,user049,reg.exe,network_connection,URL,http://www.example.net/collect?q=3218,IOC-URL-799,10.3.112.46,198.51.100.194
evt-urls-000280,2026-06-11T05:44:29+00:00,ENG-LAB-044,user067,svchost.exe,network_connection,URL,http://api.sample.invalid/collect?id=6a1d7822,IOC-URL-999,10.2.194.84,198.51.100.29
