@timestamp,event.category,event.action,source.ip,source.port,destination.ip,destination.port,user.name,container.image.name,message,,,,,,
"Mar 5, 2025 @ 00:38:43.381",network,connection_attempt,10.10.20.189,62748,10.10.12.142,53,,local/auth-service:latest,connection attempt | source.ip=10.10.20.189 | destination.ip=10.10.12.142 | destination.port=53 | event.outcome=success,,,,,,
"Mar 5, 2025 @ 00:39:14.125",web,http_request,198.51.100.222,56450,192.168.1.249,5432,,local/nginx:latest,http request | source.ip=198.51.100.222 | destination.ip=192.168.1.249 | destination.port=5432 | event.outcome=success | url.path=/,,,,,,
"Mar 5, 2025 @ 00:44:16.301",process,process_started,203.0.113.31,46469,10.10.20.97,80,guest,local/postgres:latest,process started | source.ip=203.0.113.31 | destination.ip=10.10.20.97 | destination.port=80 | event.outcome=failure | user.name=guest,,,,,,
"Mar 5, 2025 @ 00:46:15.784",authentication,user_logout,192.0.2.230,21758,192.168.1.38,80,elastic,local/logstash:latest,user logout | source.ip=192.0.2.230 | destination.ip=192.168.1.38 | destination.port=80 | event.outcome=success | user.name=elastic,,,,,,
"Mar 5, 2025 @ 00:50:32.880",network,dns_query,198.51.100.51,62651,192.168.1.172,9300,,local/nginx:latest,dns query | source.ip=198.51.100.51 | destination.ip=192.168.1.172 | destination.port=9300 | event.outcome=unknown,,,,,,
"Mar 5, 2025 @ 00:54:28.564",database,large_export,172.16.5.181,65114,172.16.5.7,3389,guest,docker.elastic.co/elasticsearch/elasticsearch:8.12.0,large export | source.ip=172.16.5.181 | destination.ip=172.16.5.7 | destination.port=3389 | event.outcome=failure | user.name=guest,,,,,,
"Mar 5, 2025 @ 00:58:18.654",authentication,sudo_attempt,10.10.20.132,60083,192.168.1.205,80,elastic,local/postgres:latest,sudo attempt | source.ip=10.10.20.132 | destination.ip=192.168.1.205 | destination.port=80 | event.outcome=failure | user.name=elastic,,,,,,
"Mar 5, 2025 @ 01:04:45.112",process,process_ended,192.168.1.219,40502,10.10.12.48,9200,svc-backup,local/nginx:latest,process ended | source.ip=192.168.1.219 | destination.ip=10.10.12.48 | destination.port=9200 | event.outcome=success | user.name=svc-backup,,,,,,
"Mar 5, 2025 @ 01:05:19.791",web,http_500,198.51.100.122,42599,10.10.12.223,3306,,docker.elastic.co/kibana/kibana:8.12.0,http 500 | source.ip=198.51.100.122 | destination.ip=10.10.12.223 | destination.port=3306 | event.outcome=failure | url.path=/api/users,,,,,,
"Mar 5, 2025 @ 01:09:29.304",network,connection_attempt,192.168.1.19,42519,10.10.20.191,22,,local/nginx:latest,connection attempt | source.ip=192.168.1.19 | destination.ip=10.10.20.191 | destination.port=22 | event.outcome=success,,,,,,
"Mar 5, 2025 @ 01:10:32.349",web,sql_injection_pattern,192.0.2.254,51449,192.168.1.120,5601,,docker.elastic.co/kibana/kibana:8.12.0,sql injection pattern | source.ip=192.0.2.254 | destination.ip=192.168.1.120 | destination.port=5601 | event.outcome=failure | url.path=/app/discover,,,,,,
"Mar 5, 2025 @ 01:12:34.833",network,connection_attempt,198.51.100.159,39056,192.168.1.120,5432,,local/postgres:latest,connection attempt | source.ip=198.51.100.159 | destination.ip=192.168.1.120 | destination.port=5432 | event.outcome=failure,,,,,,
"Mar 5, 2025 @ 01:17:37.555",web,sql_injection_pattern,203.0.113.7,26795,10.10.12.243,5432,,docker.elastic.co/kibana/kibana:8.12.0,sql injection pattern | source.ip=203.0.113.7 | destination.ip=10.10.12.243 | destination.port=5432 | event.outcome=failure | url.path=/admin,,,,,,
"Mar 5, 2025 @ 01:28:51.899",authentication,user_logout,192.0.2.139,23922,192.168.1.25,443,svc-backup,local/logstash:latest,user logout | source.ip=192.0.2.139 | destination.ip=192.168.1.25 | destination.port=443 | event.outcome=unknown | user.name=svc-backup,,,,,,
"Mar 5, 2025 @ 01:34:55.607",network,connection_denied,192.168.1.105,31111,10.10.20.22,5044,,local/nginx:latest,connection denied | source.ip=192.168.1.105 | destination.ip=10.10.20.22 | destination.port=5044 | event.outcome=failure,,,,,,
"Mar 5, 2025 @ 01:44:29.547",network,connection_denied,192.0.2.181,1689,172.16.5.144,5432,,docker.elastic.co/kibana/kibana:8.12.0,connection denied | source.ip=192.0.2.181 | destination.ip=172.16.5.144 | destination.port=5432 | event.outcome=failure,,,,,,
"Mar 5, 2025 @ 01:46:56.238",authentication,ssh_login,192.168.1.30,10736,192.168.1.40,3306,elastic,local/postgres:latest,ssh login | source.ip=192.168.1.30 | destination.ip=192.168.1.40 | destination.port=3306 | event.outcome=success | user.name=elastic,,,,,,
"Mar 5, 2025 @ 01:47:27.391",process,file_write,192.168.1.112,39419,10.10.20.176,3389,guest,local/postgres:latest,file write | source.ip=192.168.1.112 | destination.ip=10.10.20.176 | destination.port=3389 | event.outcome=failure | user.name=guest,,,,,,
"Mar 5, 2025 @ 01:51:34.646",web,http_500,172.16.5.242,58501,10.10.12.31,5601,,docker.elastic.co/elasticsearch/elasticsearch:8.12.0,http 500 | source.ip=172.16.5.242 | destination.ip=10.10.12.31 | destination.port=5601 | event.outcome=failure | url.path=/login,,,,,,
"Mar 5, 2025 @ 02:09:18.880",web,directory_traversal_pattern,203.0.113.86,28322,10.10.12.252,3306,,local/postgres:latest,directory traversal pattern | source.ip=203.0.113.86 | destination.ip=10.10.12.252 | destination.port=3306 | event.outcome=failure | url.path=/search?q=test,,,,,,
"Mar 5, 2025 @ 02:12:42.471",web,http_request,192.168.1.119,33715,10.10.20.248,22,,local/postgres:latest,http request | source.ip=192.168.1.119 | destination.ip=10.10.20.248 | destination.port=22 | event.outcome=unknown | url.path=/search?q=test,,,,,,
"Mar 5, 2025 @ 02:14:54.208",network,dns_query,172.16.5.97,61512,10.10.20.177,5044,,docker.elastic.co/elasticsearch/elasticsearch:8.12.0,dns query | source.ip=172.16.5.97 | destination.ip=10.10.20.177 | destination.port=5044 | event.outcome=failure,,,,,,
"Mar 5, 2025 @ 02:18:53.095",authentication,failed_login,10.10.20.200,35515,10.10.12.218,9200,elastic,local/auth-service:latest,failed login | source.ip=10.10.20.200 | destination.ip=10.10.12.218 | destination.port=9200 | event.outcome=failure | user.name=elastic,,,,,,
"Mar 5, 2025 @ 02:19:10.522",network,connection_denied,10.10.12.41,41514,10.10.20.195,22,,local/nginx:latest,connection denied | source.ip=10.10.12.41 | destination.ip=10.10.20.195 | destination.port=22 | event.outcome=failure,,,,,,
"Mar 5, 2025 @ 02:22:18.920",network,connection_denied,172.16.5.144,62725,172.16.5.59,5601,,local/auth-service:latest,connection denied | source.ip=172.16.5.144 | destination.ip=172.16.5.59 | destination.port=5601 | event.outcome=failure,,,,,,
"Mar 5, 2025 @ 02:26:53.325",process,file_write,192.168.1.40,13074,172.16.5.98,5432,root,docker.elastic.co/kibana/kibana:8.12.0,file write | source.ip=192.168.1.40 | destination.ip=172.16.5.98 | destination.port=5432 | event.outcome=failure | user.name=root,,,,,,
"Mar 5, 2025 @ 02:38:10.313",authentication,user_login,198.51.100.97,21909,10.10.20.9,53,m.rahman,docker.elastic.co/kibana/kibana:8.12.0,user login | source.ip=198.51.100.97 | destination.ip=10.10.20.9 | destination.port=53 | event.outcome=success | user.name=m.rahman,,,,,,
"Mar 5, 2025 @ 02:41:40.100",authentication,user_logout,10.10.20.24,50336,10.10.12.37,53,guest,local/nginx:latest,user logout | source.ip=10.10.20.24 | destination.ip=10.10.12.37 | destination.port=53 | event.outcome=unknown | user.name=guest,,,,,,
"Mar 5, 2025 @ 02:44:39.990",database,db_error,192.0.2.105,53524,172.16.5.133,3389,kibana_system,docker.elastic.co/kibana/kibana:8.12.0,db error | source.ip=192.0.2.105 | destination.ip=172.16.5.133 | destination.port=3389 | event.outcome=failure | user.name=kibana_system,,,,,,
"Mar 5, 2025 @ 03:04:57.451",network,connection_attempt,10.10.12.103,23274,172.16.5.192,443,,docker.elastic.co/elasticsearch/elasticsearch:8.12.0,connection attempt | source.ip=10.10.12.103 | destination.ip=172.16.5.192 | destination.port=443 | event.outcome=unknown,,,,,,
"Mar 5, 2025 @ 03:19:41.049",web,http_500,10.10.12.174,2664,10.10.20.122,3306,,local/auth-service:latest,http 500 | source.ip=10.10.12.174 | destination.ip=10.10.20.122 | destination.port=3306 | event.outcome=failure | url.path=/login,,,,,,
"Mar 5, 2025 @ 03:20:23.566",authentication,failed_login,192.168.1.199,60035,10.10.20.189,5432,svc-backup,docker.elastic.co/elasticsearch/elasticsearch:8.12.0,failed login | source.ip=192.168.1.199 | destination.ip=10.10.20.189 | destination.port=5432 | event.outcome=failure | user.name=svc-backup,,,,,,
"Mar 5, 2025 @ 03:24:00.431",network,connection_denied,10.10.12.112,59454,172.16.5.164,5044,,docker.elastic.co/kibana/kibana:8.12.0,connection denied | source.ip=10.10.12.112 | destination.ip=172.16.5.164 | destination.port=5044 | event.outcome=failure,,,,,,
"Mar 5, 2025 @ 03:31:19.141",authentication,sudo_attempt,203.0.113.226,4820,172.16.5.63,443,elastic,local/auth-service:latest,sudo attempt | source.ip=203.0.113.226 | destination.ip=172.16.5.63 | destination.port=443 | event.outcome=failure | user.name=elastic,,,,,,
"Mar 5, 2025 @ 03:32:00.935",process,shell_command,172.16.5.72,19169,172.16.5.222,5601,j.smith,docker.elastic.co/kibana/kibana:8.12.0,shell command | source.ip=172.16.5.72 | destination.ip=172.16.5.222 | destination.port=5601 | event.outcome=success | user.name=j.smith,,,,,,
"Mar 5, 2025 @ 03:33:20.802",authentication,sudo_attempt,192.0.2.224,45793,192.168.1.160,443,root,docker.elastic.co/kibana/kibana:8.12.0,sudo attempt | source.ip=192.0.2.224 | destination.ip=192.168.1.160 | destination.port=443 | event.outcome=success | user.name=root,,,,,,
"Mar 5, 2025 @ 03:35:05.443",process,process_ended,192.0.2.102,65165,10.10.20.188,443,admin,local/logstash:latest,process ended | source.ip=192.0.2.102 | destination.ip=10.10.20.188 | destination.port=443 | event.outcome=failure | user.name=admin,,,,,,
"Mar 5, 2025 @ 03:37:26.518",authentication,sudo_attempt,192.168.1.95,30135,10.10.20.250,3306,j.smith,docker.elastic.co/kibana/kibana:8.12.0,sudo attempt | source.ip=192.168.1.95 | destination.ip=10.10.20.250 | destination.port=3306 | event.outcome=unknown | user.name=j.smith,,,,,,
"Mar 5, 2025 @ 03:44:22.184",web,sql_injection_pattern,192.0.2.53,12665,192.168.1.82,9300,,local/auth-service:latest,sql injection pattern | source.ip=192.0.2.53 | destination.ip=192.168.1.82 | destination.port=9300 | event.outcome=failure | url.path=/search?q=test,,,,,,
"Mar 5, 2025 @ 03:47:17.756",database,db_login,192.0.2.86,56404,10.10.12.225,5044,elastic,docker.elastic.co/elasticsearch/elasticsearch:8.12.0,db login | source.ip=192.0.2.86 | destination.ip=10.10.12.225 | destination.port=5044 | event.outcome=success | user.name=elastic,,,,,,
"Mar 5, 2025 @ 03:52:21.876",process,process_ended,203.0.113.118,59218,172.16.5.113,3389,kibana_system,local/nginx:latest,process ended | source.ip=203.0.113.118 | destination.ip=172.16.5.113 | destination.port=3389 | event.outcome=success | user.name=kibana_system,,,,,,
"Mar 5, 2025 @ 03:52:42.794",authentication,sudo_attempt,203.0.113.37,56204,10.10.20.82,5044,admin,docker.elastic.co/elasticsearch/elasticsearch:8.12.0,sudo attempt | source.ip=203.0.113.37 | destination.ip=10.10.20.82 | destination.port=5044 | event.outcome=unknown | user.name=admin,,,,,,
"Mar 5, 2025 @ 03:58:28.877",network,port_scan_detected,203.0.113.97,62558,172.16.5.144,9200,,local/postgres:latest,port scan detected | source.ip=203.0.113.97 | destination.ip=172.16.5.144 | destination.port=9200 | event.outcome=success,,,,,,
"Mar 5, 2025 @ 04:00:48.779",web,directory_traversal_pattern,192.0.2.175,17538,192.168.1.74,3389,,docker.elastic.co/elasticsearch/elasticsearch:8.12.0,directory traversal pattern | source.ip=192.0.2.175 | destination.ip=192.168.1.74 | destination.port=3389 | event.outcome=success | url.path=/api/status,,,,,,
"Mar 5, 2025 @ 04:01:39.158",authentication,sudo_attempt,192.168.1.45,20758,10.10.20.70,5601,root,docker.elastic.co/elasticsearch/elasticsearch:8.12.0,sudo attempt | source.ip=192.168.1.45 | destination.ip=10.10.20.70 | destination.port=5601 | event.outcome=unknown | user.name=root,,,,,,
"Mar 5, 2025 @ 04:04:37.054",web,http_500,192.0.2.187,49878,10.10.12.130,9200,,local/nginx:latest,http 500 | source.ip=192.0.2.187 | destination.ip=10.10.12.130 | destination.port=9200 | event.outcome=failure | url.path=/app/discover,,,,,,
"Mar 5, 2025 @ 04:06:26.234",web,sql_injection_pattern,203.0.113.126,23052,10.10.12.101,3389,,local/nginx:latest,sql injection pattern | source.ip=203.0.113.126 | destination.ip=10.10.12.101 | destination.port=3389 | event.outcome=failure | url.path=/api/status,,,,,,
"Mar 5, 2025 @ 04:10:16.663",process,process_ended,192.0.2.154,59267,10.10.12.137,22,m.rahman,docker.elastic.co/kibana/kibana:8.12.0,process ended | source.ip=192.0.2.154 | destination.ip=10.10.12.137 | destination.port=22 | event.outcome=success | user.name=m.rahman,,,,,,
"Mar 5, 2025 @ 04:12:51.734",authentication,sudo_attempt,10.10.12.245,47447,192.168.1.243,443,root,local/auth-service:latest,sudo attempt | source.ip=10.10.12.245 | destination.ip=192.168.1.243 | destination.port=443 | event.outcome=unknown | user.name=root,,,,,,
"Mar 5, 2025 @ 04:29:18.194",web,http_request,198.51.100.250,34748,192.168.1.223,22,,docker.elastic.co/elasticsearch/elasticsearch:8.12.0,http request | source.ip=198.51.100.250 | destination.ip=192.168.1.223 | destination.port=22 | event.outcome=failure | url.path=/app/discover,,,,,,
"Mar 5, 2025 @ 04:30:08.046",authentication,user_logout,203.0.113.62,18521,192.168.1.194,9200,j.smith,local/logstash:latest,user logout | source.ip=203.0.113.62 | destination.ip=192.168.1.194 | destination.port=9200 | event.outcome=success | user.name=j.smith,,,,,,
"Mar 5, 2025 @ 04:30:35.285",authentication,ssh_login,203.0.113.75,63762,192.168.1.180,5432,root,docker.elastic.co/kibana/kibana:8.12.0,ssh login | source.ip=203.0.113.75 | destination.ip=192.168.1.180 | destination.port=5432 | event.outcome=success | user.name=root,,,,,,
"Mar 5, 2025 @ 04:45:45.456",authentication,user_login,10.10.20.129,47253,172.16.5.132,5601,guest,local/nginx:latest,user login | source.ip=10.10.20.129 | destination.ip=172.16.5.132 | destination.port=5601 | event.outcome=success | user.name=guest,,,,,,
"Mar 5, 2025 @ 04:46:25.480",authentication,user_login,198.51.100.229,30753,10.10.20.101,9200,guest,local/nginx:latest,user login | source.ip=198.51.100.229 | destination.ip=10.10.20.101 | destination.port=9200 | event.outcome=success | user.name=guest,,,,,,
"Mar 5, 2025 @ 05:00:46.778",network,dns_query,192.168.1.233,58738,10.10.12.221,3306,,docker.elastic.co/elasticsearch/elasticsearch:8.12.0,dns query | source.ip=192.168.1.233 | destination.ip=10.10.12.221 | destination.port=3306 | event.outcome=success,,,,,,
"Mar 5, 2025 @ 05:04:56.980",process,process_ended,172.16.5.212,52895,10.10.12.133,80,elastic,local/auth-service:latest,process ended | source.ip=172.16.5.212 | destination.ip=10.10.12.133 | destination.port=80 | event.outcome=failure | user.name=elastic,,,,,,
"Mar 5, 2025 @ 05:10:18.565",process,process_ended,192.168.1.202,36709,172.16.5.124,5044,m.rahman,local/nginx:latest,process ended | source.ip=192.168.1.202 | destination.ip=172.16.5.124 | destination.port=5044 | event.outcome=unknown | user.name=m.rahman,,,,,,
"Mar 5, 2025 @ 05:11:37.015",web,sql_injection_pattern,192.0.2.133,10433,10.10.20.185,5601,,local/postgres:latest,sql injection pattern | source.ip=192.0.2.133 | destination.ip=10.10.20.185 | destination.port=5601 | event.outcome=unknown | url.path=/admin,,,,,,
"Mar 5, 2025 @ 05:13:52.735",network,connection_accepted,198.51.100.5,3634,172.16.5.57,22,,local/auth-service:latest,connection accepted | source.ip=198.51.100.5 | destination.ip=172.16.5.57 | destination.port=22 | event.outcome=success,,,,,,
"Mar 5, 2025 @ 05:13:54.038",authentication,sudo_attempt,10.10.12.132,8495,10.10.12.74,53,root,local/postgres:latest,sudo attempt | source.ip=10.10.12.132 | destination.ip=10.10.12.74 | destination.port=53 | event.outcome=failure | user.name=root,,,,,,
"Mar 5, 2025 @ 05:19:48.079",network,port_scan_detected,198.51.100.132,53981,10.10.20.251,80,,local/postgres:latest,port scan detected | source.ip=198.51.100.132 | destination.ip=10.10.20.251 | destination.port=80 | event.outcome=failure,,,,,,
"Mar 5, 2025 @ 05:19:48.781",network,connection_attempt,203.0.113.188,57494,172.16.5.206,53,,docker.elastic.co/kibana/kibana:8.12.0,connection attempt | source.ip=203.0.113.188 | destination.ip=172.16.5.206 | destination.port=53 | event.outcome=unknown,,,,,,
"Mar 5, 2025 @ 05:21:11.216",authentication,sudo_attempt,10.10.12.193,31119,10.10.20.8,9200,admin,docker.elastic.co/elasticsearch/elasticsearch:8.12.0,sudo attempt | source.ip=10.10.12.193 | destination.ip=10.10.20.8 | destination.port=9200 | event.outcome=unknown | user.name=admin,,,,,,
"Mar 5, 2025 @ 05:24:01.124",process,shell_command,198.51.100.32,8859,10.10.20.82,5432,kibana_system,docker.elastic.co/kibana/kibana:8.12.0,shell command | source.ip=198.51.100.32 | destination.ip=10.10.20.82 | destination.port=5432 | event.outcome=failure | user.name=kibana_system,,,,,,
"Mar 5, 2025 @ 05:39:33.875",database,db_query,198.51.100.43,47510,172.16.5.241,443,m.rahman,docker.elastic.co/elasticsearch/elasticsearch:8.12.0,db query | source.ip=198.51.100.43 | destination.ip=172.16.5.241 | destination.port=443 | event.outcome=unknown | user.name=m.rahman,,,,,,
"Mar 5, 2025 @ 05:50:12.108",database,db_login,10.10.12.118,44676,10.10.12.81,3389,kibana_system,docker.elastic.co/elasticsearch/elasticsearch:8.12.0,db login | source.ip=10.10.12.118 | destination.ip=10.10.12.81 | destination.port=3389 | event.outcome=success | user.name=kibana_system,,,,,,
"Mar 5, 2025 @ 05:50:46.443",process,file_write,198.51.100.60,45082,10.10.12.197,5601,admin,local/nginx:latest,file write | source.ip=198.51.100.60 | destination.ip=10.10.12.197 | destination.port=5601 | event.outcome=unknown | user.name=admin,,,,,,
"Mar 5, 2025 @ 05:55:06.837",authentication,failed_login,10.10.12.173,36508,172.16.5.208,9300,svc-backup,local/nginx:latest,failed login | source.ip=10.10.12.173 | destination.ip=172.16.5.208 | destination.port=9300 | event.outcome=failure | user.name=svc-backup,,,,,,
"Mar 5, 2025 @ 05:57:28.395",process,process_ended,203.0.113.46,52568,10.10.20.35,5432,m.rahman,docker.elastic.co/kibana/kibana:8.12.0,process ended | source.ip=203.0.113.46 | destination.ip=10.10.20.35 | destination.port=5432 | event.outcome=failure | user.name=m.rahman,,,,,,
"Mar 5, 2025 @ 05:59:41.925",web,directory_traversal_pattern,192.0.2.11,37234,172.16.5.151,80,,docker.elastic.co/elasticsearch/elasticsearch:8.12.0,directory traversal pattern | source.ip=192.0.2.11 | destination.ip=172.16.5.151 | destination.port=80 | event.outcome=unknown | url.path=/wp-login.php,,,,,,
"Mar 5, 2025 @ 06:00:09.139",authentication,failed_login,192.168.1.33,42313,10.10.12.251,3306,svc-backup,local/logstash:latest,failed login | source.ip=192.168.1.33 | destination.ip=10.10.12.251 | destination.port=3306 | event.outcome=failure | user.name=svc-backup,,,,,,
"Mar 5, 2025 @ 06:00:33.299",authentication,sudo_attempt,192.168.1.87,7879,172.16.5.173,80,m.rahman,local/auth-service:latest,sudo attempt | source.ip=192.168.1.87 | destination.ip=172.16.5.173 | destination.port=80 | event.outcome=success | user.name=m.rahman,,,,,,
"Mar 5, 2025 @ 06:00:53.032",authentication,ssh_login,192.0.2.180,8182,172.16.5.37,3306,svc-backup,docker.elastic.co/elasticsearch/elasticsearch:8.12.0,ssh login | source.ip=192.0.2.180 | destination.ip=172.16.5.37 | destination.port=3306 | event.outcome=success | user.name=svc-backup,,,,,,
"Mar 5, 2025 @ 06:25:15.435",process,process_ended,172.16.5.157,57482,10.10.20.82,9200,m.rahman,docker.elastic.co/kibana/kibana:8.12.0,process ended | source.ip=172.16.5.157 | destination.ip=10.10.20.82 | destination.port=9200 | event.outcome=failure | user.name=m.rahman,,,,,,
"Mar 5, 2025 @ 06:31:48.639",web,sql_injection_pattern,192.0.2.17,28288,10.10.20.28,3306,,docker.elastic.co/kibana/kibana:8.12.0,sql injection pattern | source.ip=192.0.2.17 | destination.ip=10.10.20.28 | destination.port=3306 | event.outcome=success | url.path=/../../etc/passwd,,,,,,
"Mar 5, 2025 @ 06:34:01.477",authentication,ssh_login,203.0.113.158,8510,192.168.1.152,9200,m.rahman,local/postgres:latest,ssh login | source.ip=203.0.113.158 | destination.ip=192.168.1.152 | destination.port=9200 | event.outcome=success | user.name=m.rahman,,,,,,
"Mar 5, 2025 @ 06:43:49.465",web,http_404,10.10.20.35,27276,10.10.20.212,9200,,docker.elastic.co/elasticsearch/elasticsearch:8.12.0,http 404 | source.ip=10.10.20.35 | destination.ip=10.10.20.212 | destination.port=9200 | event.outcome=failure | url.path=/,,,,,,
"Mar 5, 2025 @ 07:06:35.073",web,sql_injection_pattern,198.51.100.215,62642,10.10.20.142,3306,,local/logstash:latest,sql injection pattern | source.ip=198.51.100.215 | destination.ip=10.10.20.142 | destination.port=3306 | event.outcome=success | url.path=/app/discover,,,,,,
"Mar 5, 2025 @ 07:09:01.225",authentication,ssh_login,192.0.2.141,25339,192.168.1.49,9300,m.rahman,local/nginx:latest,ssh login | source.ip=192.0.2.141 | destination.ip=192.168.1.49 | destination.port=9300 | event.outcome=success | user.name=m.rahman,,,,,,
"Mar 5, 2025 @ 07:20:08.899",network,dns_query,203.0.113.166,31552,10.10.12.117,3389,,local/postgres:latest,dns query | source.ip=203.0.113.166 | destination.ip=10.10.12.117 | destination.port=3389 | event.outcome=success,,,,,,
"Mar 5, 2025 @ 07:22:37.718",process,shell_command,192.168.1.231,23642,192.168.1.211,80,j.smith,local/logstash:latest,shell command | source.ip=192.168.1.231 | destination.ip=192.168.1.211 | destination.port=80 | event.outcome=unknown | user.name=j.smith,,,,,,
"Mar 5, 2025 @ 07:24:21.256",network,connection_attempt,172.16.5.23,30470,10.10.20.71,5432,,docker.elastic.co/elasticsearch/elasticsearch:8.12.0,connection attempt | source.ip=172.16.5.23 | destination.ip=10.10.20.71 | destination.port=5432 | event.outcome=unknown,,,,,,
"Mar 5, 2025 @ 07:32:32.714",network,port_scan_detected,198.51.100.148,57123,192.168.1.61,9300,,local/auth-service:latest,port scan detected | source.ip=198.51.100.148 | destination.ip=192.168.1.61 | destination.port=9300 | event.outcome=success,,,,,,
"Mar 5, 2025 @ 07:33:07.002",authentication,ssh_login,203.0.113.83,10908,10.10.12.37,443,guest,local/auth-service:latest,ssh login | source.ip=203.0.113.83 | destination.ip=10.10.12.37 | destination.port=443 | event.outcome=success | user.name=guest,,,,,,
"Mar 5, 2025 @ 07:34:44.168",network,connection_attempt,192.168.1.6,57231,10.10.12.239,80,,docker.elastic.co/elasticsearch/elasticsearch:8.12.0,connection attempt | source.ip=192.168.1.6 | destination.ip=10.10.12.239 | destination.port=80 | event.outcome=unknown,,,,,,
"Mar 5, 2025 @ 07:48:43.436",process,process_started,10.10.12.65,51122,10.10.12.144,9300,svc-backup,local/nginx:latest,process started | source.ip=10.10.12.65 | destination.ip=10.10.12.144 | destination.port=9300 | event.outcome=unknown | user.name=svc-backup,,,,,,
"Mar 5, 2025 @ 07:59:37.213",database,db_error,172.16.5.58,17449,10.10.20.160,3389,kibana_system,local/auth-service:latest,db error | source.ip=172.16.5.58 | destination.ip=10.10.20.160 | destination.port=3389 | event.outcome=failure | user.name=kibana_system,,,,,,
"Mar 5, 2025 @ 08:05:13.503",process,process_ended,192.168.1.20,32431,192.168.1.155,3306,guest,local/postgres:latest,process ended | source.ip=192.168.1.20 | destination.ip=192.168.1.155 | destination.port=3306 | event.outcome=success | user.name=guest,,,,,,
"Mar 5, 2025 @ 08:06:55.402",authentication,user_logout,10.10.20.157,62062,10.10.20.85,3306,m.rahman,local/nginx:latest,user logout | source.ip=10.10.20.157 | destination.ip=10.10.20.85 | destination.port=3306 | event.outcome=failure | user.name=m.rahman,,,,,,
"Mar 5, 2025 @ 08:11:13.050",database,db_login,192.168.1.19,19525,192.168.1.223,5601,m.rahman,local/postgres:latest,db login | source.ip=192.168.1.19 | destination.ip=192.168.1.223 | destination.port=5601 | event.outcome=success | user.name=m.rahman,,,,,,
"Mar 5, 2025 @ 08:25:52.590",authentication,user_logout,10.10.12.94,53692,172.16.5.121,5432,kibana_system,docker.elastic.co/elasticsearch/elasticsearch:8.12.0,user logout | source.ip=10.10.12.94 | destination.ip=172.16.5.121 | destination.port=5432 | event.outcome=success | user.name=kibana_system,,,,,,
"Mar 5, 2025 @ 08:35:41.786",network,connection_attempt,10.10.12.103,1221,172.16.5.211,443,,local/nginx:latest,connection attempt | source.ip=10.10.12.103 | destination.ip=172.16.5.211 | destination.port=443 | event.outcome=unknown,,,,,,
"Mar 5, 2025 @ 08:43:36.202",web,directory_traversal_pattern,192.0.2.51,6420,172.16.5.133,53,,local/auth-service:latest,directory traversal pattern | source.ip=192.0.2.51 | destination.ip=172.16.5.133 | destination.port=53 | event.outcome=failure | url.path=/login,,,,,,
"Mar 5, 2025 @ 08:45:08.823",authentication,user_logout,10.10.20.152,5676,10.10.20.3,3389,admin,docker.elastic.co/elasticsearch/elasticsearch:8.12.0,user logout | source.ip=10.10.20.152 | destination.ip=10.10.20.3 | destination.port=3389 | event.outcome=success | user.name=admin,,,,,,
"Mar 5, 2025 @ 08:48:51.634",web,sql_injection_pattern,198.51.100.22,20399,172.16.5.171,5601,,docker.elastic.co/kibana/kibana:8.12.0,sql injection pattern | source.ip=198.51.100.22 | destination.ip=172.16.5.171 | destination.port=5601 | event.outcome=unknown | url.path=/search?q=test,,,,,,
"Mar 5, 2025 @ 08:57:19.357",authentication,ssh_login,10.10.20.178,16392,192.168.1.86,22,admin,docker.elastic.co/elasticsearch/elasticsearch:8.12.0,ssh login | source.ip=10.10.20.178 | destination.ip=192.168.1.86 | destination.port=22 | event.outcome=success | user.name=admin,,,,,,
"Mar 5, 2025 @ 09:14:45.933",process,file_write,192.168.1.214,11454,192.168.1.231,5044,root,docker.elastic.co/kibana/kibana:8.12.0,file write | source.ip=192.168.1.214 | destination.ip=192.168.1.231 | destination.port=5044 | event.outcome=unknown | user.name=root,,,,,,
"Mar 5, 2025 @ 09:18:12.145",authentication,ssh_login,192.0.2.110,36367,10.10.20.239,443,j.smith,local/auth-service:latest,ssh login | source.ip=192.0.2.110 | destination.ip=10.10.20.239 | destination.port=443 | event.outcome=success | user.name=j.smith,,,,,,
"Mar 5, 2025 @ 09:20:21.196",web,http_request,192.168.1.92,16526,10.10.20.47,3306,,local/postgres:latest,http request | source.ip=192.168.1.92 | destination.ip=10.10.20.47 | destination.port=3306 | event.outcome=success | url.path=/,,,,,,
"Mar 5, 2025 @ 09:22:25.014",web,http_500,10.10.20.77,9408,10.10.12.122,5601,,local/auth-service:latest,http 500 | source.ip=10.10.20.77 | destination.ip=10.10.12.122 | destination.port=5601 | event.outcome=failure | url.path=/login,,,,,,
"Mar 5, 2025 @ 09:24:20.064",web,sql_injection_pattern,203.0.113.233,38459,10.10.12.130,5432,,local/nginx:latest,sql injection pattern | source.ip=203.0.113.233 | destination.ip=10.10.12.130 | destination.port=5432 | event.outcome=failure | url.path=/api/status,,,,,,
"Mar 5, 2025 @ 09:24:36.262",network,dns_query,192.168.1.11,27433,10.10.20.72,80,,local/nginx:latest,dns query | source.ip=192.168.1.11 | destination.ip=10.10.20.72 | destination.port=80 | event.outcome=unknown,,,,,,
