event_id,timestamp_utc,host,user,process_name,event_type,ioc_type,hash_type,ioc_value,file_name,file_path,action,severity,detection_rule,source_ip,destination_ip,label,notes
evt-file-hashes-000001,2025-03-01T02:45:23.352000+00:00,ENG-LAB-021,user043,wscript.exe,file_created,File Hash,SHA256,c0345690d8b7f91350d2ae04d0fc28b48d4d21f1cc3f52acd77746e656b320c2,macro_template.dotm,C:\Program Files\Common Files,blocked,low,IOC-HASH-476,10.1.91.237,203.0.113.251,benign,Synthetic training data; not a real indicator
evt-file-hashes-000080,2025-03-03T19:19:16.636000+00:00,ENG-LAB-010,user033,chrome.exe,file_scanned,File Hash,SHA1,3c99806dd7ab4004d07c19b166ac240297e754aa,update.exe,C:\Users\user\Downloads,alerted,medium,IOC-HASH-493,10.0.247.196,203.0.113.187,benign,Synthetic training data; not a real indicator
evt-file-hashes-000081,2025-03-03T20:56:52.081000+00:00,ENG-LAB-042,user060,wscript.exe,process_file_write,File Hash,SHA256,391da37a3790f779371d2933546a14a56d75430881fee35ef8eea1ee7e83cac8,service.dat,C:\Users\Public\Documents,alerted,medium,IOC-HASH-308,10.1.93.162,198.51.100.130,benign,Synthetic training data; not a real indicator
evt-file-hashes-000082,2025-03-03T21:10:19.426000+00:00,ENG-LAB-051,user077,msedge.exe,process_file_write,File Hash,MD5,d22198eac9c09177f087a2c91b45132a,service.dat,C:\Users\user\AppData\Local\Temp,alerted,medium,IOC-HASH-676,10.2.92.254,198.51.100.226,suspicious,Synthetic training data; not a real indicator
evt-file-hashes-000083,2025-03-03T21:57:28.502000+00:00,ENG-LAB-024,user039,chrome.exe,file_quarantined,File Hash,SHA1,9dcad09cd5212e080c38f8a6933ae561e217cdf1,invoice.docm,C:\Users\user\AppData\Local\Temp,blocked,medium,IOC-HASH-133,10.2.124.181,203.0.113.243,benign,Synthetic training data; not a real indicator
evt-file-hashes-000084,2025-03-03T23:30:50.571000+00:00,ENG-LAB-031,user093,python.exe,file_scanned,File Hash,MD5,3d07396586c62b5d5bfb0f70cc75c8a0,payload.dll,C:\Users\user\AppData\Local\Temp,logged,low,IOC-HASH-138,10.3.108.56,203.0.113.71,suspicious,Synthetic training data; not a real indicator
evt-file-hashes-000085,2025-03-04T01:10:06.535000+00:00,ENG-LAB-039,user047,winword.exe,file_created,File Hash,SHA1,c38d18fac671d44a317c6c3c549b2ddc7c7df4b0,helper.ps1,C:\Users\user\AppData\Local\Temp,logged,medium,IOC-HASH-705,10.1.22.52,203.0.113.54,benign,Synthetic training data; not a real indicator
evt-file-hashes-000086,2025-03-04T01:52:00.453000+00:00,ENG-LAB-010,user075,wscript.exe,process_file_write,File Hash,SHA256,0c27ebbe4794e520a010bda5d832c87fa57768557b8803179b61c81f1a4de0e0,service.dat,C:\Windows\Temp,allowed,medium,IOC-HASH-956,10.3.75.181,203.0.113.77,benign,Synthetic training data; not a real indicator
evt-file-hashes-000087,2025-03-04T02:22:38.625000+00:00,ENG-LAB-048,user057,powershell.exe,file_scanned,File Hash,SHA1,d296a8c746910c16152528bbdb6aa15c6dacebfd,payload.dll,C:\Program Files\Common Files,logged,low,IOC-HASH-557,10.3.68.6,203.0.113.214,suspicious,Synthetic training data; not a real indicator
evt-file-hashes-000088,2025-03-04T03:04:20.236000+00:00,ENG-LAB-023,user023,wscript.exe,file_quarantined,File Hash,MD5,9e5005525120bb0c26cdab99a2fc7ebc,setup.tmp,C:\Users\user\Downloads,allowed,medium,IOC-HASH-891,10.3.68.6,203.0.113.72,benign,Synthetic training data; not a real indicator
evt-file-hashes-000089,2025-03-04T03:39:32.220000+00:00,ENG-LAB-032,user071,cscript.exe,file_quarantined,File Hash,SHA256,c41a23e135c67ed696edd6da6770dc3d671e9cd30e316b9852386e7245c4bf87,macro_template.dotm,C:\ProgramData,alerted,low,IOC-HASH-437,10.3.23.218,198.51.100.67,benign,Synthetic training data; not a real indicator
evt-file-hashes-000090,2025-03-04T03:46:54.590000+00:00,ENG-LAB-019,user099,rundll32.exe,process_file_write,File Hash,SHA1,f85a0ce398cc9f16222e30d045d5946d93805e8e,payload.dll,C:\Users\user\Downloads,alerted,low,IOC-HASH-691,10.3.135.87,203.0.113.14,benign,Synthetic training data; not a real indicator
evt-file-hashes-000091,2025-03-04T04:06:22.780000+00:00,ENG-LAB-008,user082,chrome.exe,process_file_write,File Hash,SHA256,1bda64b27766b2a12c996a1b3ecde5fcc764001db93b680e469cda3e2716b97e,invoice.docm,C:\Windows\Temp,allowed,low,IOC-HASH-990,10.0.202.232,198.51.100.81,suspicious,Synthetic training data; not a real indicator
evt-file-hashes-000092,2025-03-04T04:26:02.439000+00:00,ENG-LAB-019,user076,winword.exe,file_scanned,File Hash,SHA256,cab3cf0a0a810a355fee050b52b35cb51dfb6725b271c6c4a66337d7d1d2a1f6,payload.dll,C:\Program Files\Common Files,blocked,low,IOC-HASH-680,10.3.95.224,203.0.113.86,benign,Synthetic training data; not a real indicator
evt-file-hashes-000093,2025-03-04T05:14:39.316000+00:00,ENG-LAB-007,user067,python.exe,process_file_write,File Hash,SHA256,5c7910fe87e301430745d6dfc5b97a11d1615e041339dc1b8bb541d3af25926b,macro_template.dotm,C:\Users\user\AppData\Local\Temp,logged,critical,IOC-HASH-275,10.0.234.126,203.0.113.94,malicious,Synthetic training data; not a real indicator
evt-file-hashes-000094,2025-03-04T07:59:36.946000+00:00,ENG-LAB-054,user061,powershell.exe,file_quarantined,File Hash,SHA256,5e085155cf6cd85dd3cad599f981720f227079a4fa973306a821b794e7b27eab,invoice.docm,C:\Users\Public\Downloads,logged,high,IOC-HASH-806,10.1.189.212,198.51.100.174,benign,Synthetic training data; not a real indicator
evt-file-hashes-000095,2025-03-04T08:13:53.863000+00:00,ENG-LAB-024,user055,rundll32.exe,file_modified,File Hash,SHA256,0d83dcdc566ea72791416dee7e3d580baef8186b993ea46e1e8db5c1d9263d36,setup.tmp,C:\Users\Public\Documents,logged,medium,IOC-HASH-943,10.3.63.221,203.0.113.176,benign,Synthetic training data; not a real indicator
evt-file-hashes-000096,2025-03-04T08:30:48.644000+00:00,ENG-LAB-053,user020,regsvr32.exe,file_scanned,File Hash,SHA1,624ac167e8795c2b6099ade8be4ccdcfc87da175,document.pdf,C:\Users\Public\Documents,allowed,medium,IOC-HASH-191,10.1.189.212,198.51.100.92,suspicious,Synthetic training data; not a real indicator
evt-file-hashes-000097,2025-03-04T09:16:38.596000+00:00,ENG-LAB-007,user075,chrome.exe,process_file_write,File Hash,MD5,85013388a9c5944d92a61cb47e828b23,document.pdf,C:\Program Files\Common Files,alerted,low,IOC-HASH-868,10.3.112.218,198.51.100.42,benign,Synthetic training data; not a real indicator
evt-file-hashes-000098,2025-03-04T09:37:08.485000+00:00,ENG-LAB-003,user099,cscript.exe,file_quarantined,File Hash,SHA1,f8ab730163a5ca4711a60b313dfd2b1ec26b19b0,service.dat,C:\Program Files\Common Files,logged,medium,IOC-HASH-779,10.0.104.180,198.51.100.9,benign,Synthetic training data; not a real indicator
evt-file-hashes-000099,2025-03-04T09:39:09.558000+00:00,ENG-LAB-043,user092,chrome.exe,file_scanned,File Hash,SHA256,ab5be4b2fd8eebac7cdef2edf1315f690fe4ab6c567204cd6cb46ad82c87f63b,invoice.docm,C:\ProgramData,quarantined,high,IOC-HASH-300,10.1.22.52,203.0.113.228,malicious,Synthetic training data; not a real indicator
evt-file-hashes-000100,2025-03-04T09:56:07.740000+00:00,ENG-LAB-049,user077,powershell.exe,file_quarantined,File Hash,SHA1,8c7886b666f79f5a4ca646de428207b484d0c619,invoice.docm,C:\Users\user\Downloads,alerted,medium,IOC-HASH-796,10.0.209.122,203.0.113.74,benign,Synthetic training data; not a real indicator
evt-file-hashes-000101,2025-03-04T10:09:10.695000+00:00,ENG-LAB-009,user040,rundll32.exe,process_file_write,File Hash,MD5,e36bac4ef9fc2a8da2c7ac6a7b270f91,invoice.docm,C:\Windows\Temp,alerted,low,IOC-HASH-471,10.3.197.111,198.51.100.146,benign,Synthetic training data; not a real indicator
evt-file-hashes-000102,2025-03-04T10:26:17.846000+00:00,ENG-LAB-050,user021,cmd.exe,file_created,File Hash,SHA256,6c1f9c08fc17726a41d18ea63a197c0249b9bec6e23b26912b5ba214e4678aa0,setup.tmp,C:\Users\Public\Documents,quarantined,critical,IOC-HASH-411,10.0.240.106,203.0.113.134,benign,Synthetic training data; not a real indicator
evt-file-hashes-000103,2025-03-04T15:39:21.486000+00:00,ENG-LAB-023,user003,cmd.exe,process_file_write,File Hash,MD5,b377a03335c1270fbe99276ef6d4bb6f,invoice.docm,C:\Program Files\Common Files,alerted,high,IOC-HASH-612,10.2.154.30,198.51.100.207,suspicious,Synthetic training data; not a real indicator
evt-file-hashes-000104,2025-03-04T15:58:47.934000+00:00,ENG-LAB-025,user081,powershell.exe,file_created,File Hash,SHA256,bdd67a88e02952b74eb1de2eafab972ea6545da07835e8a4acb8516382dce411,payload.dll,C:\Users\user\Downloads,blocked,low,IOC-HASH-654,10.2.124.181,203.0.113.29,benign,Synthetic training data; not a real indicator
evt-file-hashes-000105,2025-03-04T19:00:18.622000+00:00,ENG-LAB-049,user022,python.exe,file_scanned,File Hash,SHA256,6061916bcfd74e48cbd7145dae4a04f741a575692bf5e632fe04c20f44d8df23,document.pdf,C:\ProgramData,allowed,critical,IOC-HASH-435,10.0.148.200,198.51.100.79,benign,Synthetic training data; not a real indicator
evt-file-hashes-000106,2025-03-04T20:12:50.614000+00:00,ENG-LAB-031,user058,regsvr32.exe,file_scanned,File Hash,MD5,9ae31ae78782d3c6a1dd08072750a55e,payload.dll,C:\Users\user\AppData\Local\Temp,alerted,low,IOC-HASH-427,10.3.135.87,198.51.100.198,benign,Synthetic training data; not a real indicator
evt-file-hashes-000107,2025-03-04T20:53:34.883000+00:00,ENG-LAB-060,user065,svchost.exe,file_quarantined,File Hash,SHA256,806c5d4392e8d153d9f3a654217323970f995a93ceff51a20ccbc26258ae218e,agent.bin,C:\Users\Public\Documents,quarantined,low,IOC-HASH-841,10.1.91.237,198.51.100.246,benign,Synthetic training data; not a real indicator
evt-file-hashes-000108,2025-03-04T20:53:50.254000+00:00,ENG-LAB-060,user036,chrome.exe,file_scanned,File Hash,MD5,80d45f432e968785cece864946fb00ad,agent.bin,C:\Users\user\Downloads,allowed,low,IOC-HASH-417,10.2.74.1,198.51.100.3,benign,Synthetic training data; not a real indicator
evt-file-hashes-000109,2025-03-04T22:47:04.291000+00:00,ENG-LAB-008,user079,rundll32.exe,process_file_write,File Hash,SHA1,78dcac2b6185df29da6dbb7f15b343cb0c0a197f,update.exe,C:\Program Files\Common Files,logged,medium,IOC-HASH-108,10.1.34.66,203.0.113.14,suspicious,Synthetic training data; not a real indicator
evt-file-hashes-000110,2025-03-04T23:12:31.656000+00:00,ENG-LAB-035,user009,cscript.exe,file_modified,File Hash,SHA1,ae7d497a426ed3914f42f72046e376be657fc4cd,setup.tmp,C:\Users\user\Downloads,blocked,low,IOC-HASH-618,10.2.86.163,203.0.113.88,benign,Synthetic training data; not a real indicator
evt-file-hashes-000111,2025-03-04T23:55:32.936000+00:00,ENG-LAB-017,user031,cmd.exe,file_quarantined,File Hash,SHA1,b7c2e11123467a7fdcf21f1c7581c0814deb49c4,helper.ps1,C:\Users\Public\Documents,blocked,low,IOC-HASH-728,10.2.74.1,198.51.100.15,suspicious,Synthetic training data; not a real indicator
evt-file-hashes-000112,2025-03-05T00:33:43.839000+00:00,ENG-LAB-054,user060,explorer.exe,file_modified,File Hash,SHA1,46291bef565196f2df1b0da16936e067dfe4a98c,service.dat,C:\Users\Public\Documents,logged,low,IOC-HASH-205,10.3.197.111,203.0.113.116,suspicious,Synthetic training data; not a real indicator
evt-file-hashes-000113,2025-03-05T01:34:32.144000+00:00,ENG-LAB-055,user086,wscript.exe,file_scanned,File Hash,SHA256,bb8b26218c4c720ac0bbf2853dcb959684e8d6fb9074896969453184906ca1ba,setup.tmp,C:\Users\user\AppData\Local\Temp,blocked,medium,IOC-HASH-546,10.2.162.62,198.51.100.2,benign,Synthetic training data; not a real indicator
evt-file-hashes-000114,2025-03-05T02:29:59.590000+00:00,ENG-LAB-055,user017,regsvr32.exe,file_modified,File Hash,SHA1,8b8ca9d2e407e8fcf921220cd5ef7c0254e89ea9,helper.ps1,C:\Windows\Temp,quarantined,low,IOC-HASH-521,10.2.122.173,198.51.100.126,benign,Synthetic training data; not a real indicator
evt-file-hashes-000115,2025-03-05T02:54:47.730000+00:00,ENG-LAB-051,user004,cmd.exe,file_modified,File Hash,MD5,17a011e44dc59ee2d30e521bb46d0def,agent.bin,C:\Users\Public\Downloads,logged,medium,IOC-HASH-249,10.3.108.56,203.0.113.211,benign,Synthetic training data; not a real indicator
evt-file-hashes-000116,2025-03-05T05:37:33.900000+00:00,ENG-LAB-030,user050,cscript.exe,file_modified,File Hash,MD5,56bf0ccc871fc3bd023bbe88ed721552,document.pdf,C:\Users\user\AppData\Local\Temp,alerted,critical,IOC-HASH-805,10.3.200.254,203.0.113.93,benign,Synthetic training data; not a real indicator
evt-file-hashes-000117,2025-03-05T07:19:33.124000+00:00,ENG-LAB-012,user014,regsvr32.exe,file_scanned,File Hash,SHA256,bce1777deda124593879845c9082a865a709031726b48677c12834704d2ec9e6,agent.bin,C:\Users\user\Downloads,quarantined,low,IOC-HASH-784,10.0.112.143,198.51.100.219,benign,Synthetic training data; not a real indicator
evt-file-hashes-000118,2025-03-05T08:16:40.714000+00:00,ENG-LAB-040,user035,svchost.exe,file_scanned,File Hash,SHA1,d2f748df7332f8b15ab04cc03e8a0279b987d917,macro_template.dotm,C:\Windows\Temp,quarantined,medium,IOC-HASH-388,10.0.209.122,203.0.113.119,benign,Synthetic training data; not a real indicator
evt-file-hashes-000119,2025-03-05T08:52:24.101000+00:00,ENG-LAB-057,user067,explorer.exe,file_quarantined,File Hash,SHA256,bced31601a61e9f1ade985851530644a93060c1652083fb286c2322017d62ad7,helper.ps1,C:\ProgramData,blocked,critical,IOC-HASH-984,10.3.204.168,198.51.100.233,benign,Synthetic training data; not a real indicator
evt-file-hashes-000120,2025-03-05T09:45:10.755000+00:00,ENG-LAB-008,user038,cmd.exe,file_scanned,File Hash,MD5,0bbfc1283f03014e0d93d2b75deb5adb,setup.tmp,C:\Users\Public\Documents,alerted,medium,IOC-HASH-220,10.0.247.38,203.0.113.140,malicious,Synthetic training data; not a real indicator
evt-file-hashes-000121,2025-03-05T10:00:31.181000+00:00,ENG-LAB-012,user001,regsvr32.exe,file_scanned,File Hash,SHA256,4489bf7030b5e393cee1d416f9c4414425fd71287780272b888cf46e09a0c059,helper.ps1,C:\Users\user\AppData\Local\Temp,allowed,high,IOC-HASH-894,10.1.10.99,203.0.113.109,benign,Synthetic training data; not a real indicator
evt-file-hashes-000122,2025-03-05T10:02:39.960000+00:00,ENG-LAB-037,user009,cmd.exe,file_modified,File Hash,SHA256,915b217751f07128620a0bb8b1df9541f910376f77552018ac6c6283bbb7d987,payload.dll,C:\Program Files\Common Files,blocked,low,IOC-HASH-466,10.2.247.212,198.51.100.80,suspicious,Synthetic training data; not a real indicator
evt-file-hashes-000123,2025-03-05T10:40:43.586000+00:00,ENG-LAB-036,user095,wscript.exe,file_scanned,File Hash,SHA1,7582f7103c4834a893ed70a8884034620ba48dfa,invoice.docm,C:\Users\Public\Documents,allowed,low,IOC-HASH-512,10.1.202.251,198.51.100.247,benign,Synthetic training data; not a real indicator
evt-file-hashes-000124,2025-03-05T12:50:09.363000+00:00,ENG-LAB-022,user008,svchost.exe,process_file_write,File Hash,SHA1,f80c6599499d157497d65c12c19e1660a91bec4c,document.pdf,C:\ProgramData,allowed,low,IOC-HASH-852,10.0.247.196,198.51.100.227,benign,Synthetic training data; not a real indicator
evt-file-hashes-000125,2025-03-05T15:00:27.060000+00:00,ENG-LAB-003,user054,chrome.exe,file_scanned,File Hash,SHA256,83fc2b0c054c2598a7d986a171d8c0f4f2878e1dc8c7057252a44bf099c4d359,service.dat,C:\Users\Public\Downloads,blocked,low,IOC-HASH-615,10.1.176.76,203.0.113.172,suspicious,Synthetic training data; not a real indicator
evt-file-hashes-000126,2025-03-05T15:30:51.522000+00:00,ENG-LAB-032,user099,regsvr32.exe,process_file_write,File Hash,SHA256,b66e9d5ce367a2af9a8b1a5c91dd6d7e34f5741f47fc8318819b1d550f525814,archive.zip,C:\ProgramData,quarantined,medium,IOC-HASH-459,10.1.91.237,198.51.100.150,benign,Synthetic training data; not a real indicator
evt-file-hashes-000127,2025-03-05T15:53:49.441000+00:00,ENG-LAB-048,user048,msedge.exe,file_quarantined,File Hash,SHA256,de981b8d4c72d9311024815c1052575fa140ac38a646235ace0cf2a2f0223d10,macro_template.dotm,C:\Windows\Temp,allowed,medium,IOC-HASH-657,10.1.198.131,203.0.113.201,suspicious,Synthetic training data; not a real indicator
evt-file-hashes-000128,2025-03-05T16:31:40.426000+00:00,ENG-LAB-057,user037,winword.exe,file_scanned,File Hash,MD5,abcbd0ba69b66ec0376f068117e29d37,helper.ps1,C:\Users\user\AppData\Local\Temp,allowed,medium,IOC-HASH-249,10.3.121.245,203.0.113.35,benign,Synthetic training data; not a real indicator
evt-file-hashes-000129,2025-03-05T17:22:55.920000+00:00,ENG-LAB-040,user071,cmd.exe,process_file_write,File Hash,MD5,ef185e6694fd445a86c813b33d40e418,payload.dll,C:\Users\Public\Downloads,alerted,medium,IOC-HASH-168,10.1.98.26,203.0.113.89,suspicious,Synthetic training data; not a real indicator
evt-file-hashes-000130,2025-03-05T18:02:10.570000+00:00,ENG-LAB-021,user003,rundll32.exe,file_quarantined,File Hash,SHA256,d9724077b96c36a5d8e095ce76a4967d37b9f67913f71a391d2c12a4c25343ac,macro_template.dotm,C:\ProgramData,logged,high,IOC-HASH-124,10.0.44.97,198.51.100.252,benign,Synthetic training data; not a real indicator
evt-file-hashes-000131,2025-03-05T19:49:45.474000+00:00,ENG-LAB-034,user040,svchost.exe,process_file_write,File Hash,SHA1,22043eea0f8caede6e1d82b114308c429577c607,document.pdf,C:\Users\Public\Downloads,blocked,low,IOC-HASH-427,10.3.169.183,198.51.100.180,suspicious,Synthetic training data; not a real indicator
evt-file-hashes-000132,2025-03-05T20:50:54.493000+00:00,ENG-LAB-047,user091,msedge.exe,file_created,File Hash,MD5,7903f27603864574d076740809ea20b3,update.exe,C:\Users\Public\Documents,logged,medium,IOC-HASH-353,10.1.17.70,203.0.113.37,benign,Synthetic training data; not a real indicator
evt-file-hashes-000133,2025-03-05T20:54:01.975000+00:00,ENG-LAB-054,user066,wscript.exe,file_quarantined,File Hash,SHA1,ba12b03788576ae74489efc020ce942bf1530181,agent.bin,C:\Users\Public\Documents,blocked,low,IOC-HASH-596,10.1.202.251,203.0.113.192,benign,Synthetic training data; not a real indicator
evt-file-hashes-000134,2025-03-05T21:10:56.104000+00:00,ENG-LAB-050,user041,regsvr32.exe,process_file_write,File Hash,SHA256,ba68ef6302784a2b0d0d27097b3e68b6c9c148364a42cdafee4b47decadf6d6e,service.dat,C:\Users\user\AppData\Local\Temp,logged,medium,IOC-HASH-268,10.1.89.81,203.0.113.136,benign,Synthetic training data; not a real indicator
evt-file-hashes-000135,2025-03-06T00:17:23.250000+00:00,ENG-LAB-012,user028,chrome.exe,file_modified,File Hash,MD5,e9e2fb274394c9780d4a42279f77c86c,archive.zip,C:\Users\Public\Downloads,allowed,low,IOC-HASH-834,10.2.82.58,198.51.100.237,benign,Synthetic training data; not a real indicator
evt-file-hashes-000136,2025-03-06T00:20:59.183000+00:00,ENG-LAB-003,user028,msedge.exe,file_created,File Hash,SHA256,907f4b23af208f52ddd852990b7f0bd2dea7fc4dc01fb55c76e6850bfe64e9af,agent.bin,C:\Users\Public\Downloads,quarantined,low,IOC-HASH-400,10.2.226.204,198.51.100.178,benign,Synthetic training data; not a real indicator
evt-file-hashes-000137,2025-03-06T01:07:58.058000+00:00,ENG-LAB-020,user056,svchost.exe,file_modified,File Hash,SHA256,fc3f0ac1af37e9c4456435a63a1e3fb2e27359b88d1f2da04f30019a2accfb17,service.dat,C:\Users\user\Downloads,logged,low,IOC-HASH-657,10.2.145.157,203.0.113.10,benign,Synthetic training data; not a real indicator
evt-file-hashes-000138,2025-03-06T01:22:53.585000+00:00,ENG-LAB-047,user067,winword.exe,process_file_write,File Hash,SHA256,932ab7aaa9cb7f0a5a563292f4b3fac248be9db974d54cd682205ef2cdaddca0,payload.dll,C:\Users\Public\Downloads,blocked,critical,IOC-HASH-192,10.3.147.128,198.51.100.106,malicious,Synthetic training data; not a real indicator
evt-file-hashes-000139,2025-03-06T01:37:23.263000+00:00,ENG-LAB-023,user072,chrome.exe,file_created,File Hash,SHA256,481d7ae1e8cee82ca327f14551389f8501329e2eb79faff44285ad1bd1feca32,macro_template.dotm,C:\Users\user\Downloads,alerted,medium,IOC-HASH-857,10.1.168.106,203.0.113.80,benign,Synthetic training data; not a real indicator
evt-file-hashes-000140,2025-03-06T01:42:02.595000+00:00,ENG-LAB-022,user070,cscript.exe,file_scanned,File Hash,MD5,67e4db1b7c877c9741e125f7f41e9b14,setup.tmp,C:\Users\user\Downloads,blocked,medium,IOC-HASH-739,10.2.241.219,203.0.113.15,benign,Synthetic training data; not a real indicator
evt-file-hashes-000141,2025-03-06T02:04:11.697000+00:00,ENG-LAB-031,user080,winword.exe,file_scanned,File Hash,SHA256,6d44e8837b846fb6c8df8945bb272ecd97cee633c27bcb954e1ff29d5e218240,invoice.docm,C:\Users\Public\Downloads,allowed,high,IOC-HASH-396,10.1.24.44,203.0.113.252,suspicious,Synthetic training data; not a real indicator
evt-file-hashes-000142,2025-03-06T02:50:42.049000+00:00,ENG-LAB-058,user002,rundll32.exe,process_file_write,File Hash,SHA256,6160fb4d82f3f70608bb4d0e8de4bc2881eeb3e96cedcdd2cb80791d11829fcf,service.dat,C:\Users\Public\Documents,blocked,high,IOC-HASH-797,10.1.96.170,203.0.113.251,benign,Synthetic training data; not a real indicator
evt-file-hashes-000143,2025-03-06T03:31:02.674000+00:00,ENG-LAB-032,user015,winword.exe,process_file_write,File Hash,SHA256,990a786bdfd56c69b75d4564a3b1b322a6f0bec2036d56ebbd8362b58beb2593,payload.dll,C:\Program Files\Common Files,blocked,low,IOC-HASH-569,10.3.121.245,198.51.100.164,benign,Synthetic training data; not a real indicator
evt-file-hashes-000144,2025-03-06T03:50:28.287000+00:00,ENG-LAB-059,user069,msedge.exe,file_modified,File Hash,MD5,341f431f55dd34294adb5df0d0c3b550,payload.dll,C:\ProgramData,logged,low,IOC-HASH-271,10.0.242.140,203.0.113.239,benign,Synthetic training data; not a real indicator
evt-file-hashes-000145,2025-03-06T04:12:40.805000+00:00,ENG-LAB-027,user003,cscript.exe,file_scanned,File Hash,SHA256,70ddcb9ea83f43a06915771d8b0395d5fcf0de545d2f44e5ab9fa566679e8711,service.dat,C:\Windows\Temp,quarantined,low,IOC-HASH-939,10.3.243.46,203.0.113.168,benign,Synthetic training data; not a real indicator
evt-file-hashes-000146,2025-03-06T04:21:26.882000+00:00,ENG-LAB-004,user006,msedge.exe,file_modified,File Hash,SHA1,f84b70ca6d82b9393479b22bda357dd4d70cad0d,helper.ps1,C:\Program Files\Common Files,blocked,high,IOC-HASH-794,10.0.44.170,203.0.113.14,benign,Synthetic training data; not a real indicator
evt-file-hashes-000147,2025-03-06T05:57:59.956000+00:00,ENG-LAB-059,user048,rundll32.exe,process_file_write,File Hash,SHA1,3ab9f998022c3663e9337872e86aaabe6c7a016f,macro_template.dotm,C:\ProgramData,quarantined,low,IOC-HASH-660,10.1.57.20,198.51.100.39,benign,Synthetic training data; not a real indicator
evt-file-hashes-000148,2025-03-06T06:25:37.973000+00:00,ENG-LAB-033,user011,cscript.exe,file_scanned,File Hash,SHA256,5de0d5f2f87c6a7c3bd9b35505e01950c91bdbacdc51b71dae5e44b25ab520a1,agent.bin,C:\ProgramData,alerted,medium,IOC-HASH-842,10.3.73.112,203.0.113.194,benign,Synthetic training data; not a real indicator
evt-file-hashes-000149,2025-03-06T07:56:56.907000+00:00,ENG-LAB-010,user009,regsvr32.exe,file_scanned,File Hash,SHA1,7f25fe0ee75a5e423aa3a246285c42c6e7af4f5b,setup.tmp,C:\Users\Public\Downloads,blocked,low,IOC-HASH-254,10.3.73.112,198.51.100.137,benign,Synthetic training data; not a real indicator
evt-file-hashes-000150,2025-03-06T08:30:54.631000+00:00,ENG-LAB-002,user024,winword.exe,file_scanned,File Hash,SHA1,6d76465d31079989dfe6453ca087e9427c4ea2b8,update.exe,C:\Users\user\Downloads,logged,high,IOC-HASH-720,10.2.233.5,203.0.113.194,benign,Synthetic training data; not a real indicator
evt-file-hashes-000151,2025-03-06T10:04:58.612000+00:00,ENG-LAB-010,user057,python.exe,file_created,File Hash,SHA256,b53c3d2a0aff16275f12642bbfc9e4f349531fcd8ea08781ddda66a5c8f736c6,document.pdf,C:\Users\user\AppData\Local\Temp,blocked,high,IOC-HASH-958,10.0.193.27,198.51.100.29,benign,Synthetic training data; not a real indicator
evt-file-hashes-000152,2025-03-06T10:44:02.646000+00:00,ENG-LAB-052,user084,cscript.exe,file_scanned,File Hash,SHA256,78a92d4b2ef2f3b63e654b9c709c175a99927c02f27698cdf99261d94e6c3075,service.dat,C:\Users\Public\Downloads,alerted,high,IOC-HASH-335,10.1.250.99,203.0.113.72,suspicious,Synthetic training data; not a real indicator
evt-file-hashes-000153,2025-03-06T11:58:13.623000+00:00,ENG-LAB-003,user099,winword.exe,process_file_write,File Hash,SHA1,162c28048695fea352ff19a7a26850bfb3c7e2ec,invoice.docm,C:\Users\user\AppData\Local\Temp,alerted,low,IOC-HASH-982,10.0.125.9,198.51.100.216,benign,Synthetic training data; not a real indicator
evt-file-hashes-000154,2025-03-06T12:33:45.887000+00:00,ENG-LAB-030,user019,python.exe,file_quarantined,File Hash,SHA256,c9c36b21b6ea9f2527ad312319ec1fa959ada18e56b6467c3b320e91bd1cab67,document.pdf,C:\Users\Public\Downloads,blocked,low,IOC-HASH-926,10.2.82.58,203.0.113.252,benign,Synthetic training data; not a real indicator
evt-file-hashes-000155,2025-03-06T12:40:36.446000+00:00,ENG-LAB-032,user093,cmd.exe,file_created,File Hash,SHA256,a36e02bf1d573edad4f4bb94a009454b98435d81ec726eaf750a19e769535369,archive.zip,C:\Windows\Temp,logged,low,IOC-HASH-863,10.1.168.106,203.0.113.189,benign,Synthetic training data; not a real indicator
evt-file-hashes-000156,2025-03-06T15:22:07.956000+00:00,ENG-LAB-056,user093,cscript.exe,process_file_write,File Hash,MD5,82aa31e1b61f85ff48238a2f27fae52c,macro_template.dotm,C:\Users\user\AppData\Local\Temp,allowed,low,IOC-HASH-960,10.0.222.70,198.51.100.185,benign,Synthetic training data; not a real indicator
evt-file-hashes-000157,2025-03-06T15:24:40.251000+00:00,ENG-LAB-054,user062,msedge.exe,process_file_write,File Hash,SHA1,eec426687645d8ccc7da762798bcfac27e22c15a,macro_template.dotm,C:\Users\Public\Downloads,allowed,high,IOC-HASH-979,10.1.197.123,198.51.100.219,benign,Synthetic training data; not a real indicator
evt-file-hashes-000158,2025-03-06T15:40:44.437000+00:00,ENG-LAB-047,user033,regsvr32.exe,file_modified,File Hash,SHA256,495630779ed4c02eca820637739252c28d3620bbdc25db057ef99a480035930d,document.pdf,C:\Users\user\Downloads,allowed,low,IOC-HASH-949,10.0.56.40,198.51.100.233,benign,Synthetic training data; not a real indicator
evt-file-hashes-000159,2025-03-06T15:52:55.959000+00:00,ENG-LAB-027,user071,outlook.exe,file_created,File Hash,SHA256,bcf7f0926316d8a01753cc2b3151fb0d224fa9c3375c9bf268d0d98828fd9f0b,invoice.docm,C:\Program Files\Common Files,blocked,low,IOC-HASH-962,10.2.162.62,203.0.113.216,benign,Synthetic training data; not a real indicator
